task_id,repo,new_eval_verdict,alignment_verdict,agent_success,agent_required_tests_passed,agent_required_tests_total,swebench_fail_to_pass_total,swebench_pass_to_pass_total,required_total_matches_swebench,required_total_bucket,interface_kind,interface_meaningful,interface_placeholder_no_new,requirements_meaningful,requirements_placeholder,interface_char_count,requirements_char_count,source_lines_changed,test_lines_changed,source_file_count,test_file_count,is_multi_file,is_multi_package,is_refactoring
openlibrary-6fdbbeee,openlibrary,reject,ok,True,7,7,1,6,True,02_6-20,meaningful,True,False,True,False,1074,1545,269,21,6,1,TRUE,FALSE,FALSE
openlibrary-72321288,openlibrary,reject,ok,True,1,1,1,0,True,01_1-5,meaningful,True,False,True,False,504,804,51,14,4,1,TRUE,FALSE,FALSE
openlibrary-757fcf46,openlibrary,reject,ok,True,6,6,6,0,True,02_6-20,meaningful,True,False,True,False,961,1574,90,109,4,3,TRUE,FALSE,FALSE
openlibrary-77c16d53,openlibrary,accept,leaked,False,11,12,12,0,True,02_6-20,meaningful,True,False,True,False,3123,1868,204,173,7,1,TRUE,FALSE,FALSE
openlibrary-798055d1,openlibrary,reject,ok,False,0,1,1,0,True,01_1-5,placeholder_no_new,False,True,True,False,33,1822,36,150,1,1,FALSE,FALSE,FALSE
openlibrary-798a5825,openlibrary,reject,ok,True,14,14,2,12,True,02_6-20,meaningful,True,False,True,False,3695,767,239,62,6,3,TRUE,FALSE,FALSE
openlibrary-7bf32385,openlibrary,accept,ok,True,43,43,43,0,True,03_21-100,meaningful,True,False,True,False,1622,1181,121,5,9,1,TRUE,TRUE,FALSE
openlibrary-7c8dc180,openlibrary,reject,narrow_tests,False,104,107,3,104,True,04_101+,placeholder_no_new,False,True,True,False,32,2550,162,5,4,2,TRUE,TRUE,FALSE
openlibrary-7cbfb812,openlibrary,reject,leaked,True,1,1,1,0,True,01_1-5,placeholder_no_new,False,True,True,False,40,813,553,21,5,1,TRUE,TRUE,FALSE
openlibrary-7f6b722a,openlibrary,accept,ok,True,9,9,4,5,True,02_6-20,meaningful,True,False,True,False,1174,962,1663,273,13,3,TRUE,FALSE,FALSE
openlibrary-7f7e53aa,openlibrary,accept,ok,False,77,78,1,77,True,03_21-100,placeholder_no_new,False,True,True,False,32,409,49,40,1,2,FALSE,FALSE,FALSE
openlibrary-8a5a63af,openlibrary,reject,ok,True,2,2,2,0,True,01_1-5,meaningful,True,False,True,False,4202,1043,251,10,5,1,TRUE,TRUE,FALSE
openlibrary-8a9d9d32,openlibrary,reject,leaked,False,6,15,15,0,True,02_6-20,meaningful,True,False,True,False,1152,1770,421,56,3,1,TRUE,TRUE,FALSE
openlibrary-91efee62,openlibrary,reject,ok,True,6,6,1,5,True,02_6-20,meaningful,True,False,True,False,416,549,33,41,2,1,FALSE,FALSE,FALSE
openlibrary-92db3454,openlibrary,reject,ok,True,3,3,1,2,True,01_1-5,placeholder_no_new,False,True,True,False,40,776,703,21,11,1,TRUE,TRUE,FALSE
openlibrary-9cd47f4d,openlibrary,reject,leaked,True,6,6,6,0,True,02_6-20,meaningful,True,False,True,False,1100,1344,35,42,1,1,FALSE,FALSE,FALSE
openlibrary-a48fd6ba,openlibrary,accept,narrow_tests,False,2,4,4,0,True,01_1-5,meaningful,True,False,True,False,1004,594,228,89,1,1,FALSE,FALSE,FALSE
openlibrary-acdddc59,openlibrary,reject,ok,False,33,35,2,33,True,03_21-100,meaningful,True,False,True,False,919,851,58,43,2,2,FALSE,FALSE,FALSE
openlibrary-b4f7c185,openlibrary,reject,ok,True,33,33,3,30,True,03_21-100,placeholder_no_new,False,True,True,False,32,416,41,8,2,1,FALSE,FALSE,FALSE
openlibrary-bb152d23,openlibrary,reject,ok,False,1,3,3,0,True,01_1-5,meaningful,True,False,True,False,3119,3129,635,40,4,1,TRUE,FALSE,FALSE
openlibrary-bdba0af0,openlibrary,reject,ok,True,6,6,1,5,True,02_6-20,meaningful,True,False,True,False,762,595,46,195,2,1,FALSE,FALSE,FALSE
openlibrary-c05ccf2c,openlibrary,accept,leaked,False,77,78,1,77,True,03_21-100,placeholder_no_new,False,True,True,False,32,1039,49,40,1,2,FALSE,FALSE,FALSE
openlibrary-c12943be,openlibrary,reject,ok,True,11,11,10,1,True,02_6-20,meaningful,True,False,True,False,866,1414,42,36,3,2,TRUE,FALSE,FALSE
openlibrary-c4eebe66,openlibrary,accept,ok,True,8,8,3,5,True,02_6-20,meaningful,True,False,True,False,618,529,119,43,2,1,FALSE,FALSE,FALSE
openlibrary-c506c1b0,openlibrary,reject,ok,True,6,6,2,4,True,02_6-20,placeholder_no_new,False,True,True,False,65,883,288,22,13,1,TRUE,TRUE,FALSE
openlibrary-c8996ecc,openlibrary,reject,ok,False,93,96,4,92,True,03_21-100,placeholder_no_new,False,True,True,False,32,968,35,65,2,2,FALSE,FALSE,FALSE
openlibrary-d8162c22,openlibrary,accept,ok,True,18,18,18,0,True,02_6-20,meaningful,True,False,True,False,484,723,74,40,3,1,TRUE,TRUE,FALSE
openlibrary-dbbd9d53,openlibrary,reject,ok,False,0,6,1,5,True,02_6-20,placeholder_no_new,False,True,True,False,32,774,38,72,2,1,FALSE,FALSE,FALSE
openlibrary-de6ae105,openlibrary,reject,ok,True,2,2,1,1,True,01_1-5,placeholder_no_new,False,True,True,False,32,960,90,56,1,1,FALSE,FALSE,FALSE
openlibrary-e1e50298,openlibrary,accept,narrow_tests,False,12,13,2,11,True,02_6-20,meaningful,True,False,True,False,1083,1653,123,44,6,1,TRUE,TRUE,FALSE
openlibrary-e390c121,openlibrary,accept,narrow_tests,False,33,34,1,33,True,03_21-100,placeholder_no_new,False,True,True,False,33,763,123,2,1,1,FALSE,FALSE,FALSE
openlibrary-f0341c0b,openlibrary,reject,ok,True,81,81,35,46,True,03_21-100,meaningful,True,False,True,False,278,2845,48,85,3,2,TRUE,FALSE,FALSE
openlibrary-f343c08f,openlibrary,accept,ok,False,8,9,2,7,True,02_6-20,placeholder_no_new,False,True,True,False,32,2146,54,58,2,1,FALSE,FALSE,FALSE
openlibrary-f3b26c2c,openlibrary,accept,ok,False,51,52,8,44,True,03_21-100,meaningful,True,False,True,False,1840,1632,51,289,2,1,FALSE,FALSE,FALSE
openlibrary-f8cc11d9,openlibrary,reject,ok,False,0,3,3,0,True,01_1-5,meaningful,True,False,True,False,1701,2353,146,213,1,1,FALSE,FALSE,FALSE
openlibrary-fad4a40a,openlibrary,reject,ok,True,42,42,41,1,True,03_21-100,placeholder_no_new,False,True,True,False,32,1773,43,11,2,1,FALSE,FALSE,FALSE
qutebrowser-01d1d149,qutebrowser,reject,leaked,True,49,49,3,46,True,03_21-100,placeholder_no_new,False,True,True,False,32,992,95,10,2,2,FALSE,FALSE,FALSE
qutebrowser-0aa57e4f,qutebrowser,reject,narrow_tests,True,37,37,4,33,True,03_21-100,placeholder_no_new,False,True,True,False,32,875,59,16,3,1,TRUE,TRUE,FALSE
qutebrowser-0d2afd58,qutebrowser,reject,ok,True,168,168,7,161,True,04_101+,meaningful,True,False,True,False,529,1876,50,50,4,1,TRUE,FALSE,FALSE
qutebrowser-0fc6d110,qutebrowser,accept,ok,False,56,58,4,54,True,03_21-100,meaningful,True,False,True,False,2325,2240,115,45,4,1,TRUE,TRUE,FALSE
qutebrowser-16de0540,qutebrowser,accept,leaked,False,348,365,364,1,True,04_101+,placeholder_no_new,False,True,True,False,33,1671,102,446,4,1,TRUE,TRUE,FALSE
qutebrowser-1943fa07,qutebrowser,reject,ok,True,18,18,4,14,True,02_6-20,meaningful,True,False,True,False,829,1348,39,14,5,2,TRUE,FALSE,FALSE
qutebrowser-1a9e74bf,qutebrowser,accept,leaked,True,72,72,4,68,True,03_21-100,placeholder_no_new,False,True,True,False,33,1532,32,40,1,1,FALSE,FALSE,FALSE
qutebrowser-1af602b2,qutebrowser,reject,leaked,True,27,27,2,25,True,03_21-100,placeholder_no_new,False,True,True,False,33,671,47,6,2,1,FALSE,TRUE,FALSE
qutebrowser-21b426b6,qutebrowser,reject,ok,False,27,28,3,25,True,03_21-100,placeholder_no_new,False,True,True,False,32,625,43,20,2,1,FALSE,TRUE,FALSE
qutebrowser-233cb1cc,qutebrowser,accept,ok,False,285,292,8,284,True,04_101+,placeholder_no_new,False,True,True,False,33,1280,54,87,7,4,TRUE,TRUE,FALSE
qutebrowser-2dd8966f,qutebrowser,reject,leaked,True,122,122,3,119,True,04_101+,meaningful,True,False,True,False,627,1144,48,10,5,1,TRUE,FALSE,FALSE
qutebrowser-2e961080,qutebrowser,accept,leaked,True,108,108,6,102,True,04_101+,placeholder_no_new,False,True,True,False,33,1319,79,32,3,1,TRUE,TRUE,FALSE
qutebrowser-305e7c96,qutebrowser,reject,leaked,False,51,52,1,51,True,03_21-100,meaningful,True,False,True,False,374,1095,28,35,3,1,TRUE,TRUE,FALSE
qutebrowser-322834d0,qutebrowser,accept,ok,False,22,24,24,0,True,03_21-100,meaningful,True,False,True,False,797,1528,87,132,3,1,TRUE,FALSE,FALSE
qutebrowser-34a13afd,qutebrowser,reject,ok,True,6,6,1,5,True,02_6-20,placeholder_no_new,False,True,True,False,32,704,50,26,1,1,FALSE,FALSE,FALSE
qutebrowser-36ade4bb,qutebrowser,reject,ok,False,76,86,10,76,True,03_21-100,placeholder_no_new,False,True,True,False,32,960,47,59,1,1,FALSE,FALSE,FALSE
qutebrowser-3e21c821,qutebrowser,reject,narrow_tests,False,0,1869,1869,0,True,04_101+,meaningful,True,False,True,False,766,918,59,92,1,1,FALSE,FALSE,FALSE
qutebrowser-44e64199,qutebrowser,reject,ok,True,54,54,3,51,True,03_21-100,meaningful,True,False,True,False,660,519,49,31,1,1,FALSE,FALSE,FALSE
qutebrowser-46e6839e,qutebrowser,reject,ok,True,163,163,4,159,True,04_101+,meaningful,True,False,True,False,197,1341,50,20,5,2,TRUE,FALSE,FALSE
qutebrowser-473a15f7,qutebrowser,accept,leaked,False,1,365,364,1,True,04_101+,placeholder_no_new,False,True,True,False,32,1858,102,446,4,1,TRUE,TRUE,FALSE
qutebrowser-479aa075,qutebrowser,reject,leaked,True,11,11,2,9,True,02_6-20,placeholder_no_new,False,True,True,False,32,1911,41,41,1,1,FALSE,FALSE,FALSE
qutebrowser-50efac08,qutebrowser,reject,ok,True,37,37,1,36,True,03_21-100,placeholder_no_new,False,True,True,False,33,479,38,14,1,1,FALSE,FALSE,FALSE
qutebrowser-52708364,qutebrowser,accept,leaked,True,1002,1002,4,998,True,04_101+,meaningful,True,False,True,False,542,936,55,18,4,1,TRUE,TRUE,FALSE
qutebrowser-54bcdc1e,qutebrowser,reject,ok,True,184,184,4,180,True,04_101+,placeholder_no_new,False,True,True,False,32,1194,38,35,1,1,FALSE,FALSE,FALSE
qutebrowser-5cef49ff,qutebrowser,reject,leaked,False,39,40,1,39,True,03_21-100,meaningful,True,False,True,False,401,2159,43,48,2,1,FALSE,TRUE,FALSE
qutebrowser-5e0d6dc1,qutebrowser,reject,narrow_tests,True,6,6,1,5,True,02_6-20,placeholder_no_new,False,True,True,False,33,942,48,6,4,1,TRUE,FALSE,FALSE
qutebrowser-5fdc83e5,qutebrowser,reject,ok,True,57,57,11,46,True,03_21-100,meaningful,True,False,True,False,951,792,72,45,3,1,TRUE,FALSE,FALSE
qutebrowser-66cfa15c,qutebrowser,accept,leaked,True,484,484,366,118,True,04_101+,placeholder_no_new,False,True,True,False,33,2623,126,473,5,2,TRUE,TRUE,FALSE
qutebrowser-6b320dc1,qutebrowser,reject,leaked,True,985,985,2,983,True,04_101+,placeholder_no_new,False,True,True,False,32,862,38,7,1,1,FALSE,FALSE,FALSE
qutebrowser-6dd402c0,qutebrowser,reject,narrow_tests,True,19,19,1,18,True,02_6-20,meaningful,True,False,True,False,402,784,44,13,1,1,FALSE,FALSE,FALSE
qutebrowser-70248f25,qutebrowser,reject,ok,False,172,173,28,145,True,04_101+,meaningful,True,False,True,False,483,1023,37,49,2,1,FALSE,FALSE,FALSE
qutebrowser-77c35579,qutebrowser,reject,ok,False,27,28,2,26,True,03_21-100,placeholder_no_new,False,True,True,False,32,2228,45,20,2,1,FALSE,TRUE,FALSE
qutebrowser-7f9713b2,qutebrowser,accept,leaked,True,20,20,12,8,True,02_6-20,meaningful,True,False,True,False,350,1246,63,81,3,1,TRUE,TRUE,FALSE
qutebrowser-85b867fe,qutebrowser,accept,narrow_tests,True,242,242,5,237,True,04_101+,meaningful,True,False,True,False,301,822,106,94,3,3,TRUE,TRUE,FALSE
qutebrowser-8cd06741,qutebrowser,accept,narrow_tests,True,25,25,25,0,True,03_21-100,placeholder_no_new,False,True,True,False,33,953,59,31,4,1,TRUE,TRUE,FALSE
qutebrowser-8d05f028,qutebrowser,reject,ok,True,163,163,2,161,True,04_101+,placeholder_no_new,False,True,True,False,32,1069,31,12,1,1,FALSE,FALSE,FALSE
qutebrowser-8f46ba3f,qutebrowser,reject,leaked,True,12,12,7,5,True,02_6-20,placeholder_no_new,False,True,True,False,33,1203,29,60,3,1,TRUE,TRUE,FALSE
qutebrowser-96b99780,qutebrowser,reject,ok,True,178,178,17,161,True,04_101+,meaningful,True,False,True,False,468,1146,24,23,2,1,FALSE,FALSE,FALSE
qutebrowser-99029144,qutebrowser,accept,leaked,True,62,62,4,58,True,03_21-100,placeholder_no_new,False,True,True,False,33,1734,77,203,5,1,TRUE,TRUE,FALSE
qutebrowser-996487c4,qutebrowser,reject,ok,True,1015,1015,1,1014,True,04_101+,placeholder_no_new,False,True,True,False,32,754,43,5,2,1,FALSE,FALSE,FALSE
qutebrowser-9b71c1ea,qutebrowser,accept,ok,False,1,365,364,1,True,04_101+,placeholder_no_new,False,True,True,False,32,1703,102,446,4,1,TRUE,TRUE,FALSE
qutebrowser-9ed748ef,qutebrowser,reject,ok,False,983,985,6,979,True,04_101+,placeholder_no_new,False,True,True,False,32,1721,38,44,1,1,FALSE,FALSE,FALSE
qutebrowser-a84ecfb8,qutebrowser,accept,ok,True,30,30,2,28,True,03_21-100,meaningful,True,False,True,False,1024,1183,51,55,4,3,TRUE,FALSE,FALSE
qutebrowser-bf045f7e,qutebrowser,accept,ok,True,25,25,12,13,True,03_21-100,placeholder_no_new,False,True,True,False,32,939,74,56,1,2,FALSE,FALSE,FALSE
qutebrowser-c09e1439,qutebrowser,accept,ok,True,102,102,2,100,True,04_101+,placeholder_no_new,False,True,True,False,33,1848,45,20,4,2,TRUE,TRUE,FALSE
qutebrowser-c0be28eb,qutebrowser,reject,leaked,True,16,16,8,8,True,02_6-20,meaningful,True,False,True,False,774,1325,32,68,1,1,FALSE,FALSE,FALSE
qutebrowser-c580ebf0,qutebrowser,reject,leaked,True,202,202,11,191,True,04_101+,meaningful,True,False,True,False,221,1501,44,56,3,3,TRUE,FALSE,FALSE
qutebrowser-cc360cd4,qutebrowser,reject,ok,False,174,182,9,173,True,04_101+,placeholder_no_new,False,True,True,False,33,1136,44,36,2,1,FALSE,FALSE,FALSE
qutebrowser-cf06f4e3,qutebrowser,reject,ok,False,38,40,2,38,True,03_21-100,placeholder_no_new,False,True,True,False,33,559,64,9,1,1,FALSE,FALSE,FALSE
qutebrowser-deeb15d6,qutebrowser,accept,narrow_tests,False,451,452,10,442,True,04_101+,placeholder_no_new,False,True,True,False,33,2869,53,23,1,1,FALSE,FALSE,FALSE
qutebrowser-e15d2663,qutebrowser,reject,ok,False,16,17,4,13,True,02_6-20,placeholder_no_new,False,True,True,False,33,893,32,17,3,3,TRUE,TRUE,FALSE
qutebrowser-e34dfc68,qutebrowser,accept,leaked,False,244,247,11,236,True,04_101+,placeholder_no_new,False,True,True,False,32,1162,58,34,1,1,FALSE,FALSE,FALSE
qutebrowser-e5340c44,qutebrowser,accept,ok,True,4,4,4,0,True,01_1-5,meaningful,True,False,True,False,2626,883,213,6,7,1,TRUE,FALSE,FALSE
qutebrowser-e57b6e0e,qutebrowser,reject,narrow_tests,True,1,1,1,0,True,01_1-5,meaningful,True,False,True,False,739,837,42,7,3,1,TRUE,FALSE,FALSE
qutebrowser-e64622cd,qutebrowser,reject,leaked,True,47,47,4,43,True,03_21-100,placeholder_no_new,False,True,True,False,32,948,41,19,1,1,FALSE,FALSE,FALSE
qutebrowser-e70f5b03,qutebrowser,accept,leaked,False,36,40,4,36,True,03_21-100,meaningful,True,False,True,False,249,599,46,65,2,3,FALSE,TRUE,FALSE
qutebrowser-ec2dcfce,qutebrowser,accept,leaked,True,13,13,7,6,True,02_6-20,meaningful,True,False,True,False,555,1455,96,108,4,3,TRUE,TRUE,FALSE
qutebrowser-ed19d7f5,qutebrowser,reject,ok,True,279,279,5,274,True,04_101+,placeholder_no_new,False,True,True,False,32,1034,34,65,4,3,TRUE,TRUE,FALSE
qutebrowser-ef5ba1a0,qutebrowser,accept,leaked,True,365,365,364,1,True,04_101+,placeholder_no_new,False,True,True,False,33,1999,102,446,4,1,TRUE,TRUE,FALSE
qutebrowser-f631cd44,qutebrowser,accept,leaked,False,30,32,32,0,True,03_21-100,meaningful,True,False,True,False,288,1414,138,86,5,1,TRUE,TRUE,FALSE
qutebrowser-f7753550,qutebrowser,reject,ok,True,1847,1847,26,1821,True,04_101+,meaningful,True,False,True,False,475,1310,52,8,3,1,TRUE,FALSE,FALSE
qutebrowser-f8e7fea0,qutebrowser,reject,ok,False,104,108,88,20,True,04_101+,placeholder_no_new,False,True,True,False,33,880,82,31,4,1,TRUE,TRUE,FALSE
qutebrowser-fcfa069a,qutebrowser,reject,narrow_tests,False,43,49,12,37,True,03_21-100,meaningful,True,False,True,False,1064,1146,56,51,1,1,FALSE,FALSE,FALSE
qutebrowser-fea33d60,qutebrowser,reject,ok,True,20,20,14,6,True,02_6-20,placeholder_no_new,False,True,True,False,32,1056,22,3,2,1,FALSE,FALSE,FALSE
qutebrowser-fec187c2,qutebrowser,reject,narrow_tests,False,242,243,1,242,True,04_101+,placeholder_no_new,False,True,True,False,40,473,40,1,1,1,FALSE,FALSE,FALSE
