task_id,repo,github_pr,title,new_eval_verdict,alignment_verdict,alignment_reason,swebench_instance_id,trial_name,agent_success,agent_f2p_tests_passed,agent_f2p_tests_total,agent_f2p_pass_rate,f2p_total_bucket,f2p_result_bucket,source_lines_changed,test_lines_changed,has_test_patch,is_multi_file,is_multi_package,is_refactoring,source_file_count,test_file_count,edit_count,edited_file_count,edited_expected_file_count,edited_source_file_count,edited_test_file_count,bash_count,agent_ran_pytest,agent_ran_tests,edited_files
openlibrary-09865f5f,openlibrary,,Title: Preserve complex TOC metadata and enforce exact markdown formatting,accept,ok,"The instruction closely matches the reference tests’ required API and formatting details. It explicitly names the constructor/extensibility requirement — ""The `TocEntry` class should accept arbitrary extra fields as keyword arguments in its constructor and should expose them as attributes on the instance"" — which aligns with tests like `assert entry == TocEntry(level=0, title=""Just title"", authors=[{""name"": ""Author 1""}])`. It also specifies the exact markdown grammar checked by the tests: ""The `TocEntry.to_markdown()` method should render a single line with a pipe-delimited format using literal `\"" | \""` as the delimiter"" and ""When the title or page number is empty, the spaces surrounding the pipe should still be present, yielding outputs like `\"" | Just title | \""` and `\""** | Chapter 1 | 1\""`."" That directly matches assertions such as `assert entry.to_markdown() == "" | Chapter 1 | 1""`, `assert entry.to_markdown() == ""** | Chapter 1 | 1""`, and `assert entry.to_markdown() == ' |  |  | {""authors"": [{""name"": ""Author 1""}]}'`. The instruction also names the additional public API touched by the diff/tests, e.g. `TableOfContents.is_complex()` and `TocEntry.extra_fields`, and specifies markdown parsing of an optional fourth JSON column, which matches `line = ' | Just title |  | {""authors"": [{""name"": ""Author 1""}]}'` in the tests. While the instruction is detailed, that detail is necessary because the tests assert exact string formatting.",instance_internetarchive__openlibrary-09865f5fb549694d969f0a8e49b9d204ef1853ca-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,instance_internetarchive__openli__oNM3H6b,False,11,13,0.8462,02_6-20,near_miss,123,44,TRUE,TRUE,TRUE,FALSE,6,1,1,1,1,1,0,5,True,True,openlibrary/plugins/upstream/table_of_contents.py
openlibrary-0a90f9f0,openlibrary,,ImportAPI does not correctly split `publishers` and `publish_places` when the `publisher` field contains multiple locati,accept,ok,"The instruction and tests are closely aligned on API surface, behavior, and edge cases. The instruction explicitly names the tested functions and paths — e.g. ""Name: get_colon_only_loc_pub"", ""Name: get_location_and_publisher"", and ""Name: get_isbn_10_and_13"" — and specifies the same behaviors the tests assert, such as ""When the `publisher` value contains at least one `:`, `get_ia_record` should assign everything to the right of the first `:` to the `publishers` list and everything to the left ... to `publish_places`"" and ""The utility `get_isbn_10_and_13` in `openlibrary/utils/isbn.py` should accept either a single string or a list of strings, strip any extra spaces, and classify values strictly by length"". The tests check those same outcomes, for example `assert utils.get_location_and_publisher(""Londres ; [New York] ; Paris : Berlitz Publishing"") == ([""Londres"", ""New York"", ""Paris""], [""Berlitz Publishing""])` and `result = get_isbn_10_and_13("" 1576079457""); assert result == ([""1576079457""], [])`. Fixtures and helpers do not impose hidden design choices beyond what the instruction states, and assertions are behavioral rather than fragile format checks.",instance_internetarchive__openlibrary-0a90f9f0256e4f933523e9842799e39f95ae29ce-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,instance_internetarchive__openli__fQMx9th,True,33,33,1.0000,03_21-100,all_passed,170,233,TRUE,TRUE,FALSE,FALSE,3,3,4,3,3,3,0,4,True,True,openlibrary/plugins/importapi/code.py; openlibrary/plugins/upstream/utils.py; openlibrary/utils/isbn.py
openlibrary-0d13e6b4,openlibrary,,Title: Strip honorifics from imported author names during query building to prevent duplicates,reject,ok,"The instruction and tests are closely aligned on API, location, and behavior. The instruction explicitly requires: ""A function named `remove_author_honorifics` must exist in `openlibrary/catalog/add_book/load_book.py`"", that it ""must accept an `author` dictionary containing a `\""name\""` key"", and that it should preserve exceptions including ""`dr. seuss` and `dr seuss`"" while stripping leading honorifics including ""`m.`, `mr`, `mr.`, `monsieur`, and `doctor`"". The reference tests check exactly those cases: `(""Dr. Seuss"", ""Dr. Seuss"")`, `(""Dr Seuss"", ""Dr Seuss"")`, `(""M. Anicet-Bourgeois"", ""Anicet-Bourgeois"")`, `(""Mr Blobby"", ""Blobby"")`, `(""monsieur Anicet-Bourgeois"", ""Anicet-Bourgeois"")`, and `('Doctor Ivo ""Eggman"" Robotnik', 'Ivo ""Eggman"" Robotnik')`. The instruction also says normalization should be ""Apply[ied] ... during query building"", which matches the diff adding `author = remove_author_honorifics(author)` inside `build_query`. There are no fixture design choices or private-helper accesses beyond what the instruction names, and the assertions are behavioral rather than format-fragile.",instance_internetarchive__openlibrary-0d13e6b4bf80bced6c0946b969b9a1b6963f6bce-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,instance_internetarchive__openli__KWxwdk3,True,10,10,1.0000,02_6-20,all_passed,75,24,TRUE,FALSE,FALSE,FALSE,1,1,2,1,1,1,0,4,True,True,openlibrary/catalog/add_book/load_book.py
openlibrary-0dc5b20f,openlibrary,,"""# Title: Import alternate-script author names\n\n## Describe the problem\n\nThe current MARC parsing only extracts name",accept,skipped,no reference test files found,instance_internetarchive__openlibrary-0dc5b20fa186f9714f8a838178597e69f549d026-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,instance_internetarchive__openli__CUoufi7,False,56,57,0.9825,03_21-100,near_miss,62,14,TRUE,FALSE,FALSE,FALSE,1,2,8,3,3,1,2,11,True,True,openlibrary/catalog/marc/parse.py; openlibrary/catalog/marc/tests/test_data/bin_expect/880_Nihon_no_chasho.json; openlibrary/catalog/marc/tests/test_data/bin_expect/880_arabic_french_many_linkages.json
openlibrary-11838fad,openlibrary,,"""# Consistent author extraction from MARC 1xx and 7xx fields and reliable linkage of alternate script names via 880\n\n#",accept,leaked,"The instruction directly names the implementation file and functions and even prescribes the code-level fix, which goes beyond describing behavior. For example: ""In openlibrary/catalog/marc/parse.py, read_authors must produce a single structured authors array"", ""read_author_person must suppress personal_name when it equals name"", and especially ""When building role strings, use name_from_list with strip_trailing_dot=False or an equivalent mechanism to avoid trimming the final dot."" These map almost exactly to the diff in `openlibrary/catalog/marc/parse.py` where `name_from_list` gains `strip_trailing_dot`, `read_author_person` deletes redundant `personal_name`, and `read_contributions` is removed from `read_edition`. The tests are broadly aligned with the behavioral contract, so the main issue is instruction leakage rather than narrowness.",instance_internetarchive__openlibrary-11838fad1028672eb975c79d8984f03348500173-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,instance_internetarchive__openli__MAW5Gu7,False,82,87,0.9425,03_21-100,partial,133,612,TRUE,FALSE,FALSE,FALSE,1,13,6,2,1,1,0,23,True,True,openlibrary/catalog/marc/parse.py; openlibrary/catalog/marc/tests/test_parse.py
openlibrary-1351c59f,openlibrary,,Inconsistency in author identifier generation when comparing editions.,reject,leaked,"The instruction substantially reveals the implementation path and target API rather than just the bug behavior. It names the exact interface to add — ""Type: Function Name: add_db_name Path: openlibrary/catalog/utils/__init__.py"" — and prescribes the architectural fix: ""The record expansion logic must always invoke the centralised function"" and ""author objects should be built to include only their name and birth and death date fields, leaving the base identifier to be generated during expansion."" Those details directly match the diff, e.g. moving `add_db_name` into `openlibrary/catalog/utils/__init__.py`, adding `add_db_name(expanded_rec)` inside `expand_record`, and changing comparable-author construction to omit `db_name` and keep only `name`, `birth_date`, and `death_date`.",instance_internetarchive__openlibrary-1351c59fd43689753de1fca32c78d539a116ffc1-v29f82c9cf21d57b242f8d8b0e541525d259e2d63,instance_internetarchive__openli__kwDqhR9,True,17,17,1.0000,02_6-20,all_passed,73,63,TRUE,TRUE,FALSE,FALSE,3,4,7,3,3,3,0,9,True,True,openlibrary/catalog/add_book/__init__.py; openlibrary/catalog/add_book/match.py; openlibrary/catalog/utils/__init__.py
openlibrary-1894cb48,openlibrary,,"""## Title: MARC records incorrectly match “promise-item” ISBN records\n\n## Description\n\n**Problem**\n\nCertain MARC r",accept,leaked,"The instruction reveals the implementation path and specific fix targets rather than only the behavioral bug. It names exact internal symbols and files: ""The `find_match` function in `openlibrary/catalog/add_book/__init__.py` must first attempt to match a record using `find_quick_match`. If no match is found, it must attempt to match using `find_threshold_match`."" It also prescribes a renamed/replacement function and exact location: ""Function: `find_threshold_match`  Location: `openlibrary/catalog/add_book/__init__.py` ... This function replaces and supersedes the previous `find_enriched_match` function."" And it specifies an internal implementation detail in another module: ""When comparing author data for edition matching, the `editions_match` function in `openlibrary/catalog/add_book/match.py` must aggregate authors from both the edition and its associated work."" These are fix-like details that let a reader bypass much of the reasoning from the bug report. The tests are broadly aligned with this behavior, so leakage is the main issue.",instance_internetarchive__openlibrary-1894cb48d6e7fb498295a5d3ed0596f6f603b784-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,instance_internetarchive__openli__47PS9C4,True,63,63,1.0000,03_21-100,all_passed,106,71,TRUE,TRUE,FALSE,FALSE,3,2,5,3,2,2,0,8,True,True,openlibrary/catalog/add_book/__init__.py; openlibrary/catalog/add_book/match.py; test_reproduce.py
openlibrary-1be7de78,openlibrary,,Inconsistent Edition Matching and Record Expansion,reject,ok,"The instruction closely matches what the tests require and what the diff implements. It explicitly names the relevant APIs and behaviors the tests exercise: ""The function `editions_match` must accept the raw import record (`rec`) together with an existing edition and determine whether they represent the same edition without requiring the input record to be pre-expanded"" matches `test_editions_match_identical_record`; ""The function `add_db_name` must enrich all author entries with a `db_name` ... It must also handle cases where `authors` is empty or set to `None` without errors"" matches `test_add_db_name`; ""The function `expand_record` must generate derived fields for edition records, including `full_title`, `titles` (with normalized and short variants), `normalized_title`, and `short_title`. It must consolidate values from `isbn`, `isbn_10`, and `isbn_13` into a single `isbn` list, and only include `publish_country` when it is valid"" matches the `expand_record` tests; and ""The function `threshold_match` must compare two edition records by expanding their fields and computing a similarity score. It must return `True` or `False` consistently according to threshold values, including the specific thresholds 875 and 515"" matches `test_author_contrib`, `test_match_without_ISBN`, and `test_match_low_threshold`. The tests are behavioral rather than relying on hidden/private APIs, and the instruction names the public symbols and concrete expectations they check.",instance_internetarchive__openlibrary-1be7de788a444f6255e89c10ef6aa608550604a8-v29f82c9cf21d57b242f8d8b0e541525d259e2d63,instance_internetarchive__openli__tLjipBW,True,6,6,1.0000,02_6-20,all_passed,148,342,TRUE,TRUE,FALSE,FALSE,4,3,1,1,1,1,0,6,True,True,openlibrary/catalog/merge/merge_marc.py
openlibrary-2abe28b4,openlibrary,,Amazon imports are missing language metadata from editions,reject,ok,"The instruction and tests are closely aligned on the core behavior. The instruction explicitly says `""The function serialize(product) in openlibrary/core/vendors.py must include a key \""languages\"" in its output when Amazon metadata provides language information.""` and that values must come from `""ItemInfo.ContentInfo.Languages.DisplayValues[*].DisplayValue, excluding any entries where Type equals \""Original Language\"".""` The new serialization test checks exactly that via `assert AmazonAPI.serialize(get_sample_amazon_item()) == {... 'languages': ['French'], ...}` using sample data containing both `""Type"": ""Published""` and `""Type"": ""Original Language""`. The instruction also explicitly requires `""Duplicate language values must be removed""` and `""clean_amazon_metadata_for_load(metadata) must preserve the \""languages\"" field by including it in the list of accepted metadata keys.""` The updated tests for `clean_amazon_metadata_for_load(...)` now assert `result.get('languages') == ['english']` and `assert result['languages'] == ['english']`, which directly matches that requirement. The sample fixture does use `AmazonAPI('DUMMY_KEY', 'DUMMY_SECRET', 'DUMMY_TAG').api.api_client.deserialize(...)`, but that is only scaffolding to obtain a product object for the public `AmazonAPI.serialize(...)` contract named in the instruction, not an unstated behavioral requirement. Assertions are behavioral rather than fragile format checks beyond values the instruction already specifies, such as preserving human-readable names and omitting `languages` when empty.",instance_internetarchive__openlibrary-2abe28b472ffed563a87cfe83685b161b35263b0-v13642507b4fc1f8d234172bf8129942da2c2ca26,instance_internetarchive__openli__WhD6vSV,True,24,24,1.0000,03_21-100,all_passed,24,176,TRUE,FALSE,FALSE,FALSE,1,2,2,1,1,1,0,2,True,True,openlibrary/core/vendors.py
openlibrary-2fe532a3,openlibrary,,Amazon imports not using language field,accept,ok,"The instruction and tests are aligned on the core behavior. The instruction explicitly says: ""When serializing a product in our `AmazonAPI` adapter, we should retain the languages that it has (the `display_value` information), with no repeated values. That said, we are not interested in those languages whose type is \""Original Language\""."" The key new behavioral test matches that exactly: `test_serialize_sample_record` asserts `'languages': ['French']` from sample API data containing Published, Original Language, and Unknown entries, all with the same display value. The instruction also says: ""It's necessary to adjust the conforming fields in the `clean_amazon_metadata_for_load` function so they keep track of the new `languages` entry,"" which matches the updated assertions in `test_clean_amazon_metadata_for_load_ISBN`, `test_clean_amazon_metadata_for_load_translator`, and `test_clean_amazon_metadata_for_load_subtitle` that now expect `result.get('languages') == ['english']` or `result['languages'] == ['english']`. The sample fixture uses the public `AmazonAPI.serialize(...)` path and does not introduce an unstated API contract beyond the instruction's named symbols.",instance_internetarchive__openlibrary-2fe532a33635aab7a9bfea5d977f6a72b280a30c-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,instance_internetarchive__openli__gBYcUTt,True,24,24,1.0000,03_21-100,all_passed,28,184,TRUE,FALSE,TRUE,FALSE,2,2,3,1,1,1,0,4,True,True,openlibrary/core/vendors.py
openlibrary-308a35d6,openlibrary,,Title: Refactor: Remove `ListMixin` and consolidate list functionality,reject,ok,"The instruction closely matches what the tests require. It explicitly says: ""The `List` class must include a method that returns the owner of a list"", ""The method must correctly parse list keys of the form `/people/{username}/lists/{list_id}`"", ""The method must return the corresponding user object when the user exists"", and ""The `register_models` function must register the `List` class under the type `/type/list`"" plus ""must register the `ListChangeset` class under the changeset type `'lists'`."" Those are exactly what the reference tests check in `openlibrary/tests/core/lists/test_model.py` and `openlibrary/plugins/upstream/tests/test_models.py`, e.g. `assert isinstance(list, list_model.List)`, `assert list.get_owner().key == user_key`, `assert client._thing_class_registry['/type/list'] == list_model.List`, and `assert client._changeset_class_register['lists'] == list_model.ListChangeset`. The remaining tests in `openlibrary/tests/core/test_models.py` exercise unrelated existing behavior and do not impose new unstated requirements from this refactor.",instance_internetarchive__openlibrary-308a35d6999427c02b1dbf5211c033ad3b352556-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,instance_internetarchive__openli__x9RcYtB,False,12,14,0.8571,02_6-20,near_miss,244,62,TRUE,TRUE,FALSE,FALSE,6,3,12,4,4,4,0,9,True,True,openlibrary/core/lists/model.py; openlibrary/core/models.py; openlibrary/plugins/openlibrary/lists.py; openlibrary/plugins/upstream/models.py
openlibrary-30bc73a1,openlibrary,,"""## Title: Improve cover archival and delivery by adding zip-based batch processing and proper redirects for high cover",reject,leaked,"The instruction substantially reveals the exact APIs and symbols exercised by the tests and mirrored in the diff, including private/internal methods. For example, it explicitly requires: ""The system must include logic to calculate the end of a 10,000-cover batch range given a starting cover ID"" and in the interface names `CoverDB` with method `update_completed_batch` plus `Batch.get_relpath(...)` and `Cover.id_to_item_and_batch_id(...)`. The tests then check those exact implementation-facing symbols: `assert archive.CoverDB._get_batch_end_id(start_id=8820500) == 8830000`, `assert archive.Batch.get_relpath(""0008"", ""80"") == ""covers_0008/covers_0008_80""`, and `assert archive.Cover.id_to_item_and_batch_id(987_654_321) == ('0987', '65')`. This goes beyond behavior-level requirements and gives the solver the exact class/method structure and naming recipe seen in the diff.",instance_internetarchive__openlibrary-30bc73a1395fba2300087c7f307e54bb5372b60a-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,instance_internetarchive__openli__sqakb5Z,False,1,3,0.3333,01_1-5,near_miss,623,36,TRUE,TRUE,FALSE,FALSE,4,1,7,5,4,4,0,16,True,True,openlibrary/coverstore/README.md; openlibrary/coverstore/archive.py; openlibrary/coverstore/code.py; openlibrary/coverstore/schema.py; openlibrary/coverstore/schema.sql
openlibrary-3f7db6bb,openlibrary,,Title,reject,ok,"The instruction names the exact public API and behaviors the tests exercise: it specifies a new public file and symbols including ""Function name: `get_line` ... Output: Dictionary or `None`: Parsed JSON object from the line"" and ""Function name: `is_nonbook` ... Output: Boolean ... comparing words in the binding string against a predefined list,"" plus ""The `NONBOOK` list must define the set of bindings that should be treated as non-book formats."" The tests import exactly those public symbols — `from ..providers.isbndb import get_line, NONBOOK, is_nonbook` — and check that `get_line` parses JSON lines into dictionaries and that `is_nonbook(binding, NONBOOK)` handles cases like `(""DVD"", True)` and `(""paperback"", False)`. These are behavioral checks, not hidden fixture or private-API requirements.",instance_internetarchive__openlibrary-3f7db6bbbcc7c418b3db72d157c6aed1d45b2ccf-v430f20c722405e462d9ef44dee7d34c41e76fe7a,instance_internetarchive__openli__LDfwisC,True,6,6,1.0000,02_6-20,all_passed,208,89,TRUE,FALSE,TRUE,FALSE,2,1,4,2,1,1,0,8,True,True,scripts/providers/__init__.py; scripts/providers/isbndb.py
openlibrary-427f1f4e,openlibrary,,Title,reject,ok,"The instruction closely matches what the tests require. It explicitly names the key API points and exact parameter names: ""q_to_solr_params should include a parameter named `userWorkQuery` (replacing `workQuery`)"" and ""convert_work_query_to_edition_query (and its plumbing into `q_to_solr_params`) should include a parameter named `userEdQuery`"". The reference test asserts exactly that: `assert params_d['userWorkQuery'] == query` and `assert params_d['userEdQuery'] == edQuery`. It also specifies the edition_key normalization forms and canonical output format: ""Parsing of `edition_key` should accept bare IDs, quoted IDs, full paths, a single parenthesized ID, or a parenthesized OR list, and normalize them to a canonical filter that targets the `key` field using the book-path form, uses standard double quotes with no backslash-escaped quotes, and preserves grouping/OR semantics."" The test cases mirror those forms, e.g. `'edition_key:(OL123M OR OL456M)': '+key:(""/books/OL123M"" OR ""/books/OL456M"")'`. Fixtures are minimal, helpers do not reach into private APIs, and the exact formatting checked by assertions is directly specified by the instruction as part of the canonical Solr syntax contract.",instance_internetarchive__openlibrary-427f1f4eddfc54735ca451779d4f95bf683d1b0e-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,instance_internetarchive__openli__s4BPfoi,True,8,8,1.0000,02_6-20,all_passed,46,18,TRUE,FALSE,TRUE,FALSE,2,1,2,1,1,1,0,14,True,True,openlibrary/plugins/worksearch/schemes/works.py
openlibrary-431442c9,openlibrary,,Title: Child nodes in Luqum parse trees cannot be replaced.,accept,ok,"The instruction and tests align on the new API, supported parent types, replacement behavior, and unsupported-type error contract. The instruction explicitly requires: ""A new helper `luqum_replace_child` should be introduced to replace a direct child node in a luqum parse tree, taking `parent`, `old_child`, and `new_child` as `Item`"", and that it ""should operate only when `parent` is a supported node type (BaseOperation, Group, or Unary); for other types, it should raise `ValueError` with the existing \""Not supported for generic class Item\"" message."" The reference tests exercise exactly that helper through public APIs: `luqum_replace_child(parents[-1], node, luqum_parser(replace_with))` and assert resulting tree strings for replacement cases. The diff also matches this contract by adding `def luqum_replace_child(parent: Item, old_child: Item, new_child: Item):` and implementing replacement for `(BaseOperation, Group, Unary)` with the same `ValueError(""Not supported for generic class Item"")` message. The tests do check specific serialized tree strings, but the instruction already specifies preserving order/type and in-place substitution within the parse tree, so those assertions are behavioral manifestations of the required contract rather than hidden extra requirements.",instance_internetarchive__openlibrary-431442c92887a3aece3f8aa771dd029738a80eb1-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,instance_internetarchive__openli__uALnBPX,True,7,7,1.0000,02_6-20,all_passed,56,32,TRUE,FALSE,FALSE,FALSE,2,1,1,1,1,1,0,2,True,True,openlibrary/solr/query_utils.py
openlibrary-43f9e7e0,openlibrary,,**Bug Report:** Mismatching of Editions for Wikisource Imports,reject,narrow_tests,"The instruction says Wikisource imports must ""only match against existing editions that have the same identifier in their `identifiers.wikisource` field"" and that if none exist, matching ""must not fall back to other bibliographic matching criteria."" But one reference test asserts the old generic ISBN behavior instead of the specified Wikisource-ID-only behavior: `result = editions_matched(ws_rec, 'isbn_10', '0190906768')` followed by `assert result == ['/books/OL1M']` in `test_match_wikisource_edition`. A senior engineer following the instruction could reasonably implement Wikisource restrictions in `editions_matched` too, causing this test to fail. The tests therefore require an unstated design choice: that Wikisource special-casing applies only via `build_pool`/higher-level matching, while direct `editions_matched(..., 'isbn_10', ...)` remains unrestricted. That scope boundary is not specified in the instruction.",instance_internetarchive__openlibrary-43f9e7e0d56a4f1d487533543c17040a029ac501-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,instance_internetarchive__openli__2xf7o7B,True,61,61,1.0000,03_21-100,all_passed,29,42,TRUE,FALSE,FALSE,FALSE,1,1,3,2,1,1,0,9,True,True,openlibrary/catalog/add_book/__init__.py; test_wikisource_bug.py
openlibrary-4a5d2a7d,openlibrary,,Title:,reject,ok,"The instruction and tests are aligned on the new API and its behavior. The instruction explicitly requires: ""The `WikidataEntity` class should provide a method named `get_statement_values` that takes a property identifier as input and returns a list of string values,"" and further says it should ""collect the string in `value.content`, preserving the original order and skipping items missing the expected nested fields."" The reference test `test_get_statement_values` checks exactly those behaviors: single and multiple values, missing property returning `[]`, and malformed statements like `{'wrong_key': {}}` / `{'value': {}}` being skipped. The fixture shape is also covered by the instruction: ""The `statements` field in the `WikidataEntity` class should represent a mapping from property IDs to a list of structured statement objects."" The other tests in the file target preexisting behavior (`get_wikidata_entity`, `get_wikipedia_link`) and are unrelated to the requested change, not narrow requirements introduced by this task. There is some implementation detail in the instruction (method name and location), but not enough to count as harmful leakage; it describes the intended public interface rather than revealing a hidden fix.",instance_internetarchive__openlibrary-4a5d2a7d24c9e4c11d3069220c0685b736d5ecde-v13642507b4fc1f8d234172bf8129942da2c2ca26,instance_internetarchive__openli__iSYRoc9,True,9,9,1.0000,02_6-20,all_passed,92,31,TRUE,TRUE,FALSE,FALSE,3,1,2,1,1,1,0,2,True,True,openlibrary/core/wikidata.py
openlibrary-5069b09e,openlibrary,,Booknotes are deleted when updating `work_id` with conflicts,accept,ok,"The instruction and tests align on the key contract for the bugfix. The instruction explicitly requires that ""The function `update_work_id` must, when attempting to update a `work_id` that already exists in the `booknotes` table, preserve all records without deleting any entries"" and that it ""must return a dictionary with the keys `""rows_changed""`, `""rows_deleted""`, and `""failed_deletes""`"" with conflict values showing no changes/deletes and one failed delete. The reference test `test_no_allow_delete_on_conflict` checks exactly that: `resp = Booknotes.update_work_id(""1"", ""2"")` followed by `assert resp == {'rows_changed': 0, 'rows_deleted': 0, 'failed_deletes': 1}` and `assert [dict(row) for row in self.db.select(""booknotes"")] == rows`. The other tests in the same file exercise existing `Bookshelves.update_work_id` behavior and are consistent with the shared `update_work_id` mechanism shown in the diff, not an unstated extra requirement on the booknotes bugfix.",instance_internetarchive__openlibrary-5069b09e5f64428dce59b33455c8bb17fe577070-v8717e18970bcdc4e0d2cea3b1527752b21e74866,instance_internetarchive__openli__t5eCgn7,True,3,3,1.0000,01_1-5,all_passed,54,36,TRUE,TRUE,FALSE,FALSE,6,1,6,4,3,3,0,11,True,True,openlibrary/core/booknotes.py; openlibrary/core/db.py; openlibrary/plugins/admin/code.py; test_reproduce.py
openlibrary-53e02a22,openlibrary,,Title:,reject,leaked,"The instruction directly exposes the implementation path and exact fix details rather than only the behavioral contract. For example it names the exact API surface and file: ""Name: `get_solr_base_url`"" and ""Location: `openlibrary/solr/update_work.py`""; it prescribes exact construction logic: ""The Solr select URL should be built by appending `\""/select\""` to the `solr_base_url` value retrieved from the `plugin_worksearch` configuration""; and it specifies an internal refactor and library choice: ""The `requests` list should be replaced with `solr_requests` to collect `DeleteRequest` and `UpdateRequest` instances before returning them in `update_author`."" The reference tests themselves only check behavior around author redirects and author updates with empty Solr results, e.g. `assert isinstance(requests[0], update_work.DeleteRequest)` and `assert isinstance(requests[0], update_work.UpdateRequest)`, so the instruction is over-revealing the fix beyond what is needed to solve the tested behavior.",instance_internetarchive__openlibrary-53e02a22972e9253aeded0e1981e6845e1e521fe-vfa6ff903cb27f336e17654595dd900fa943dcd91,instance_internetarchive__openli__6K3TXpw,False,25,26,0.9615,03_21-100,near_miss,403,11,TRUE,TRUE,TRUE,FALSE,6,1,6,1,1,1,0,3,True,True,openlibrary/solr/update_work.py
openlibrary-5c6c22f3,openlibrary,,"""# Title\n\nInternet Archive metadata imports do not correctly handle publisher and ISBN fields in Open Library records\",reject,ok,"The instruction closely matches what the tests require and what the diff implements. It explicitly specifies the key API and behavior under test: `""The get_ia_record(metadata: dict) function must produce editions ... when metadata[\""isbn\""] is present ... the output must include isbn_10 and/or isbn_13 ...; an isbn field must not be exposed in the result.""` and `""get_ia_record must accept metadata[\""publisher\""] as both a string and a list; when present, the output must normalize a separate publishers field ... and, if applicable, a publish_places field ... from entries of type Place: Publisher.""` That aligns with tests such as `assert result == expected_result` where expected results contain `""isbn_10""`, `""isbn_13""`, `""publishers""`, and `""publish_places""` rather than raw `isbn`/`publisher`. The instruction also names the public utility functions and module path — `""Public utilities must exist in the openlibrary/plugins/upstream/utils.py module ... importable from openlibrary.plugins.upstream.utils""` — matching tests that call `utils.get_isbn_10_and_13(...)` and `utils.get_publisher_and_place(...)`. The remaining existing-field behavior is also covered by the instruction (`title`, `authors`, `publish_date`, `description`, `languages`, `lccn`, `oclc`, `subjects`, `number_of_pages`), which matches the unchanged portions of `test_get_ia_record` and related tests. There is some implementation detail in the instruction, but it does not create a mismatch with the reference tests.",instance_internetarchive__openlibrary-5c6c22f3d2edf2f1b10f5dc335e32cb6a5f40341-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,instance_internetarchive__openli__ZT6winb,True,22,22,1.0000,03_21-100,all_passed,82,166,TRUE,FALSE,FALSE,FALSE,2,2,4,3,2,2,0,4,True,True,openlibrary/plugins/importapi/code.py; openlibrary/plugins/upstream/utils.py; test_reproduce.py
openlibrary-5de7de19,openlibrary,,Bug: Edition.from_isbn() does not recognize ASIN and fails identifier validation for edition retrieval,reject,ok,"The instruction and tests are closely aligned on the public API and expected behavior. The instruction explicitly specifies the new interfaces and return contracts: `get_isbn_or_asin(isbn_or_asin: str)` returning a tuple, `is_valid_identifier(isbn: str, asin: str)` returning `True` for ISBN length 10/13 or ASIN length 10, and `get_identifier_forms(isbn: str, asin: str)` returning identifiers in order `[isbn10, isbn13, asin]` while excluding empty entries. The reference tests check exactly those behaviors, e.g. `(""b06xyhvxvj"", ("""", ""B06XYHVXVJ""))`, `("""", ""B06XYHVXVJ"", True)`, and `(""9780747532699"", ""B06XYHVXVJ"", [""0747532699"", ""9780747532699"", ""B06XYHVXVJ""])`. There are no fixture-only design choices beyond what the instruction names, no private API access, and no brittle format-only assertions.",instance_internetarchive__openlibrary-5de7de19211e71b29b2f2ba3b1dff2fe065d660f-v08d8e8889ec945ab821fb156c04c7d2e2810debb,instance_internetarchive__openli__fiaeysX,False,9,25,0.3600,03_21-100,partial,88,54,TRUE,TRUE,FALSE,FALSE,3,1,4,3,3,3,0,4,False,False,openlibrary/core/models.py; openlibrary/plugins/books/dynlinks.py; openlibrary/plugins/openlibrary/code.py
openlibrary-5fb31263,openlibrary,,Title: Missing support for structured retrieval of external profiles from Wikidata entities,accept,leaked,"The instruction discloses the exact private and public API surface the tests exercise, effectively prescribing the implementation contract. It explicitly says: ""The `WikidataEntity` class should provide the method `_get_wikipedia_link()`"", ""The `WikidataEntity` class should provide the method `_get_statement_values()`"", and ""Create a public method `get_external_profiles(self, language: str = 'en') -> list[dict]` on the class WikidataEntity."" Those are the same symbols and signatures used in the reference tests, e.g. `entity._get_wikipedia_link('es')`, `entity._get_statement_values('P2038')`, and `entity.get_external_profiles('en')`.",instance_internetarchive__openlibrary-5fb312632097be7e9ac6ab657964af115224d15d-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,instance_internetarchive__openli__DMMbDf7,False,9,11,0.8182,02_6-20,near_miss,146,134,TRUE,TRUE,TRUE,FALSE,8,1,3,2,1,1,0,5,True,True,openlibrary/core/wikidata.py; test_reproduce.py
