task_id,repo,github_pr,commit_sha,base_sha,merge_base_sha,title,human_reviewer_comments,new_eval_verdict,new_alignment_verdict,new_eval_reason,new_alignment_reason,swebench_instance_id,author,date,score,has_test_patch,is_multi_file,is_multi_package,is_refactoring,packages_touched,package_names,source_files,test_files,other_files,source_lines_changed,test_lines_changed,f2p_tests,p2p_tests,summary,match_key_used,new_task_id,new_stage,new_hardness_band,new_hardness_verdict,new_alignment_verdict,new_alignment_reason,new_needs_human_review,new_human_review_reason,new_swebench_instance_id,new_commit_sha,agent_success,agent_f2p_tests_passed,agent_f2p_tests_total
openlibrary-53e02a22,openlibrary,,53e02a22972e9253aeded0e1981e6845e1e521fe,2e2140e23dde91a233a91e9a7d04648450387721,2e2140e23dde91a233a91e9a7d04648450387721,Title:,,reject,leaked,"Q2: core problem is trivial — this is a mechanical refactoring of Solr URL construction from 'host:port' pattern to full base URL pattern across multiple files. The logic is straightforward string manipulation (replacing 'http://' + host + '/solr' with base_url). While it touches multiple files, every change follows the same trivial pattern. Matches BT1 pattern — trivial core logic in a complex repo. The deletion of ol-solr-indexer.py is pure removal. The test changes are minimal (adapting mocks to match the new URL pattern), not testing genuinely new behavior.","The instruction directly exposes the implementation path and exact fix details rather than only the behavioral contract. For example it names the exact API surface and file: ""Name: `get_solr_base_url`"" and ""Location: `openlibrary/solr/update_work.py`""; it prescribes exact construction logic: ""The Solr select URL should be built by appending `\""/select\""` to the `solr_base_url` value retrieved from the `plugin_worksearch` configuration""; and it specifies an internal refactor and library choice: ""The `requests` list should be replaced with `solr_requests` to collect `DeleteRequest` and `UpdateRequest` instances before returning them in `update_author`."" The reference tests themselves only check behavior around author redirects and author updates with empty Solr results, e.g. `assert isinstance(requests[0], update_work.DeleteRequest)` and `assert isinstance(requests[0], update_work.UpdateRequest)`, so the instruction is over-revealing the fix beyond what is needed to solve the tested behavior.",instance_internetarchive__openlibrary-53e02a22972e9253aeded0e1981e6845e1e521fe-vfa6ff903cb27f336e17654595dd900fa943dcd91,swebench-pro,,8,TRUE,TRUE,TRUE,FALSE,3,conf; openlibrary; scripts,conf/openlibrary.yml; openlibrary/plugins/books/readlinks.py; openlibrary/plugins/worksearch/code.py; openlibrary/plugins/worksearch/search.py; openlibrary/solr/update_work.py; scripts/ol-solr-indexer.py,openlibrary/tests/solr/test_update_work.py,,403,11,,,,swebench_instance_id,openlibrary-53e02a22,rejected,,,,,FALSE,,instance_internetarchive__openlibrary-53e02a22972e9253aeded0e1981e6845e1e521fe-vfa6ff903cb27f336e17654595dd900fa943dcd91,53e02a22972e9253aeded0e1981e6845e1e521fe,FALSE,25,26
openlibrary-5fb31263,openlibrary,,5fb312632097be7e9ac6ab657964af115224d15d,7549c413a901a640aa351933392f503648d345cc,7549c413a901a640aa351933392f503648d345cc,Title: Missing support for structured retrieval of external profiles from Wikidata entities,,accept,leaked,"Q1: Models will diverge in approach — this requires integration across multiple layers (dataclass methods, template rendering, configuration, and removing a dead-code guard). Q2: The core problem involves structured data extraction from Wikidata statements with fallback logic (language fallback for Wikipedia links, graceful handling of malformed statements), plus wiring the new methods into an existing template system. Q3: Tests exist — comprehensive tests for _get_wikipedia_link, _get_statement_values, get_external_profiles, and multi-value scenarios. Q4: Pure Python. Q5: Commit is from openlibrary, a less mainstream library; moderate contamination risk but acceptable. Per design_principles, the integration aspect (removing the early return in models.py, adding SOCIAL_PROFILE_CONFIGS, wiring get_external_profiles into templates) is the discriminating challenge — weaker models may miss the dead-code guard removal or fail to properly structure the fallback logic.","The instruction discloses the exact private and public API surface the tests exercise, effectively prescribing the implementation contract. It explicitly says: ""The `WikidataEntity` class should provide the method `_get_wikipedia_link()`"", ""The `WikidataEntity` class should provide the method `_get_statement_values()`"", and ""Create a public method `get_external_profiles(self, language: str = 'en') -> list[dict]` on the class WikidataEntity."" Those are the same symbols and signatures used in the reference tests, e.g. `entity._get_wikipedia_link('es')`, `entity._get_statement_values('P2038')`, and `entity.get_external_profiles('en')`.",instance_internetarchive__openlibrary-5fb312632097be7e9ac6ab657964af115224d15d-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,swebench-pro,,9,TRUE,TRUE,TRUE,FALSE,2,openlibrary; static,openlibrary/core/models.py; openlibrary/core/wikidata.py; openlibrary/i18n/messages.pot; openlibrary/templates/authors/infobox.html; static/css/components/author-infobox.less; static/images/identifier_icons/google_scholar.svg; static/images/identifier_icons/wikidata.svg; static/images/identifier_icons/wikipedia.svg,openlibrary/tests/core/test_wikidata.py,,146,134,,,,swebench_instance_id,openlibrary-5fb31263,promising,,,,,FALSE,,instance_internetarchive__openlibrary-5fb312632097be7e9ac6ab657964af115224d15d-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,5fb312632097be7e9ac6ab657964af115224d15d,FALSE,9,11
openlibrary-77c16d53,openlibrary,,77c16d530b4d5c0f33d68bead2c6b329aee9b996,80f511d3344a1f9743ff6efb0a2bdf0051529e3a,80f511d3344a1f9743ff6efb0a2bdf0051529e3a,Title: Refactor TOC parsing and rendering logic,,accept,leaked,"Q1: Models will diverge in approach because this is a refactoring task requiring integration across multiple layers (models, templates, utils, addbook). The task involves creating a new TableOfContents class, moving parsing logic from utils.py into the new module, wiring it through Edition methods (get_table_of_contents, set_toc_text, get_toc_text), updating template references, and preserving backward compatibility with legacy string-based TOC formats. Per design_principles, 'integration is the discriminating step' — the challenge isn't creating the dataclass but correctly threading it through the existing call graph while handling legacy data formats. Q3: 173 lines of new tests exist in test_table_of_contents.py covering from_db, to_db, from_markdown, to_markdown, from_dict, to_dict for both TableOfContents and TocEntry. Q4: Pure Python. Q5: Commit is a refactoring in openlibrary, moderate contamination risk but the specific restructuring pattern is non-trivial.","The instruction substantially reveals the exact implementation/API surface and even formatting expectations mirrored by the tests. It names exact symbols and files — e.g. `TableOfContents.from_markdown(text: str) -> TableOfContents`, `TocEntry.to_markdown() -> str`, `TableOfContents.from_db(db_table_of_contents) -> TableOfContents`, and `Edition.set_toc_text(text: str | None)` — and prescribes test-like behavior such as `split into at most three tokens`, `map empty tokens to None`, and mandatory render examples like `level=0, title=""Chapter 1"", pagenum=""1"" ⇒ "" | Chapter 1 | 1""`. This gives away the target patch shape rather than just the problem statement.",instance_internetarchive__openlibrary-77c16d530b4d5c0f33d68bead2c6b329aee9b996-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,swebench-pro,,7.5,TRUE,TRUE,FALSE,FALSE,1,openlibrary,openlibrary/core/models.py; openlibrary/macros/TableOfContents.html; openlibrary/plugins/upstream/addbook.py; openlibrary/plugins/upstream/models.py; openlibrary/plugins/upstream/table_of_contents.py; openlibrary/plugins/upstream/utils.py; openlibrary/templates/type/edition/view.html,openlibrary/plugins/upstream/tests/test_table_of_contents.py,,204,173,,,,swebench_instance_id,openlibrary-77c16d53,promising,,,,,FALSE,,instance_internetarchive__openlibrary-77c16d530b4d5c0f33d68bead2c6b329aee9b996-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,77c16d530b4d5c0f33d68bead2c6b329aee9b996,FALSE,11,12
openlibrary-8a9d9d32,openlibrary,,8a9d9d323dfcf2a5b4f38d70b1108b030b20ebf3,9db365285453fb388757aa65ae06226e7c0f64cf,9db365285453fb388757aa65ae06226e7c0f64cf,Support importing staged ISBNdb data dumps via CLI,,reject,leaked,"Q1/Q2: The core logic is largely a large static language mapping dictionary plus minor data-cleaning helpers (_get_year, _get_languages, _get_list_if_present). The integration changes to templates are trivial string additions. The class rename from Biblio to ISBNdb and field adjustments are mechanical. Models will not diverge meaningfully in approach — the problem is essentially 'add a lookup table and clean some fields,' matching the BT1 pattern of trivial core logic in a larger repo context. The tests verify simple parameterized input/output on helper methods, not complex integration behavior.","The instruction over-specifies the exact implementation contract in ways that mirror the tests and diff, including private/internal API and concrete symbol names. It explicitly requires: ""Provide a helper to classify non-book bindings (e.g., is_nonbook(binding, NONBOOK))"" and ""Implement JSONL parsing helpers: get_line(bytes) -> dict | None ... and get_line_as_biblio(bytes) -> dict | None"" and even names internals such as ""Method json() returns dict[str, Any]"" and ""Type: Function Name: get_language Path: scripts/providers/isbndb.py"". It also prescribes private-method-like behavior directly reflected in tests/diff: ""Extract a 4-digit year from date_published whether it’s an int or string"" and ""Map the free-form language string to MARC 21 codes by splitting on commas, spaces, or semicolons; case-fold each token; translate via a mapping... dedupe while preserving order"". This is enough implementation detail to largely bypass the reasoning work rather than just describing the user-facing bug.",instance_internetarchive__openlibrary-8a9d9d323dfcf2a5b4f38d70b1108b030b20ebf3-v13642507b4fc1f8d234172bf8129942da2c2ca26,swebench-pro,,7,TRUE,TRUE,TRUE,FALSE,2,openlibrary; scripts,openlibrary/templates/history/comment.html; openlibrary/templates/history/sources.html; scripts/providers/isbndb.py,scripts/tests/test_isbndb.py,,421,56,,,,swebench_instance_id,openlibrary-8a9d9d32,rejected,,,,,FALSE,,instance_internetarchive__openlibrary-8a9d9d323dfcf2a5b4f38d70b1108b030b20ebf3-v13642507b4fc1f8d234172bf8129942da2c2ca26,8a9d9d323dfcf2a5b4f38d70b1108b030b20ebf3,FALSE,6,15
openlibrary-c05ccf2c,openlibrary,,c05ccf2cd8baa81609434e0e35c4a63bc0da5a25,0180e2ca33a152e69bdbc97047cf6961787c947d,0180e2ca33a152e69bdbc97047cf6961787c947d,"""# Title: `format_languages` depends on `web.ctx` and fails with case-insensitive or ambiguous inputs. \n\n## Descriptio",,accept,leaked,"Q1: Models will diverge in approach because the task requires integrating multiple resolution strategies (full key, MARC code, ISO 639-1 code, full language name) into an existing function, wiring into upstream utility functions (get_languages, convert_iso_to_marc, get_abbrev_from_full_lang_name), handling deduplication via uniq, and preserving error-raising behavior while expanding input flexibility. Q2: The core problem involves cross-module integration — the agent must discover and correctly use utility functions from openlibrary.plugins.upstream.utils, understand their caching behavior (cache_clear in fixtures), handle case-insensitivity, and manage error types (LanguageNoMatchError, LanguageMultipleMatchError). Q3: Tests exist and exercise real behavior with parametrized cases including deduplication and mixed input formats. Q4: Pure Python. Q5: Commit is from openlibrary, a moderately well-known repo, but the specific function-level changes are unlikely to be memorized.","The instruction largely matches what the tests assert, but it also exposes the implementation path in a fix-like way. It explicitly names the target function and prescribes internals: ""The implementation should not depend on `web.ctx` or external HTTP/database lookups; it should resolve via the available utility helpers (e.g., `get_languages`, `convert_iso_to_marc`, `get_abbrev_from_full_lang_name`) and deduplicate via a uniqueness helper."" The tests then exercise exactly those behaviors: `test_format_languages` checks case-insensitive handling of MARC-3, ISO-639-1, and names/synonyms via inputs like `[""eng"", ""FRE""]` and `[""German"", ""Deutsch"", ""es""]`, and `test_format_language_rasise_for_invalid_language` checks that invalid inputs raise `InvalidLanguage`. This is not a narrow-tests problem because the instruction already specifies the canonical output shape, precedence, deduplication, empty-input behavior, and invalid/ambiguous handling that the tests rely on.",instance_internetarchive__openlibrary-c05ccf2cd8baa81609434e0e35c4a63bc0da5a25-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,swebench-pro,,3,TRUE,FALSE,FALSE,FALSE,1,openlibrary,openlibrary/catalog/utils/__init__.py,openlibrary/catalog/add_book/tests/conftest.py; openlibrary/tests/catalog/test_utils.py,,49,40,,,,swebench_instance_id,openlibrary-c05ccf2c,promising,,,,,FALSE,,instance_internetarchive__openlibrary-c05ccf2cd8baa81609434e0e35c4a63bc0da5a25-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,c05ccf2cd8baa81609434e0e35c4a63bc0da5a25,FALSE,77,78
qutebrowser-16de0540,qutebrowser,,16de05407111ddd82fa12e54389d532362489da9,744cd94469de77f52905bebb123597c040ac07b6,744cd94469de77f52905bebb123597c040ac07b6,"""# QtWebEngine 5.15.3 causes blank page and network service crashes for certain locales. \n\n## Description. \nOn Linux",,accept,leaked,"Q1: Models will diverge in approach because this task requires implementing a locale-to-pak-file resolution algorithm that mirrors Chromium's internal behavior (l10n_util::CheckAndResolveLocale), integrating it into the existing Qt argument generation pipeline, and correctly gating the workaround on version/OS/config checks. Q2: The core problem is non-trivial — it requires understanding Chromium's locale fallback logic with special cases for en, es, pt, zh variants, filesystem probing for .pak files, and proper integration into the existing _qtwebengine_args generator. Q3: Comprehensive tests exist covering all locales, version gating, OS gating, and config toggle. Q4: Pure Python. Q5: Commit is from 2021 which is a contamination risk, but the specific locale workaround logic with its Chromium-matching fallback rules is sufficiently niche.","The instruction discloses the exact private APIs and implementation path the tests and diff use, rather than only the behavior. It explicitly says: ""Implement a helper function `_get_locale_pak_path`"", ""Implement the function `_get_lang_override`"", and ""Update the `_qtwebengine_args` function to include the `--lang` argument"". The reference tests then call those exact private symbols: `override = qtargs._get_lang_override(...)` and `original_path = qtargs._get_locale_pak_path(...)`, while the diff adds those same functions in `qutebrowser/config/qtargs.py`.",instance_qutebrowser__qutebrowser-16de05407111ddd82fa12e54389d532362489da9-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,swebench-pro,,8,TRUE,TRUE,TRUE,FALSE,2,doc; qutebrowser,doc/changelog.asciidoc; doc/help/settings.asciidoc; qutebrowser/config/configdata.yml; qutebrowser/config/qtargs.py,tests/unit/config/test_qtargs_locale_workaround.py,,102,446,,,,swebench_instance_id,qutebrowser-16de0540,promising,,,,,FALSE,,instance_qutebrowser__qutebrowser-16de05407111ddd82fa12e54389d532362489da9-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,16de05407111ddd82fa12e54389d532362489da9,FALSE,348,365
qutebrowser-305e7c96,qutebrowser,,305e7c96d5e2fdb3b248b27dfb21042fb2b7e0b8,1aec789f4d010dfebae3cceac2c71ebeafe81e08,1aec789f4d010dfebae3cceac2c71ebeafe81e08,Title:,,reject,leaked,matches AL1 pattern — trivial core logic. The task involves adding a completion model for `tab-focus` by reusing an existing `_buffer` helper with a simple lambda filter and appending a static list of special completions. The core logic is a straightforward composition of existing patterns already demonstrated by `buffer()` and `other_buffer()` in the same file. The integration step (adding `completion=miscmodels.tab_focus` to the command decorator) is a single-line mechanical change. Q2: core problem is not genuinely hard — it's parameter passthrough and pattern copying. Models would not meaningfully diverge in approach.,"The instruction materially reveals the implementation path and exact data structures the diff uses, rather than only describing behavior. It names exact files/functions — e.g. ""In `commands.py`, the decorator for the method `tab_focus` must register an argument `index` with completion provided by `miscmodels.tab_focus`."" and ""In `miscmodels.py`, the new function `tab_focus(info)` must return a completion model limited to the tabs of the active window (`info.win_id`)."" It also prescribes exact tuple/category formatting checked by the tests, such as ""The function `tab_focus(info)` in `miscmodels.py` must add a category named `Special` that contains exactly three entries, in this order"" and the exact tuples with `None` as third field.",instance_qutebrowser__qutebrowser-305e7c96d5e2fdb3b248b27dfb21042fb2b7e0b8-v2ef375ac784985212b1805e1d0431dc8f1b3c171,swebench-pro,,5.5,TRUE,TRUE,TRUE,FALSE,2,doc; qutebrowser,doc/changelog.asciidoc; qutebrowser/browser/commands.py; qutebrowser/completion/models/miscmodels.py,tests/unit/completion/test_models.py,,28,35,,,,swebench_instance_id,qutebrowser-305e7c96,rejected,,,,,FALSE,,instance_qutebrowser__qutebrowser-305e7c96d5e2fdb3b248b27dfb21042fb2b7e0b8-v2ef375ac784985212b1805e1d0431dc8f1b3c171,305e7c96d5e2fdb3b248b27dfb21042fb2b7e0b8,FALSE,51,52
qutebrowser-473a15f7,qutebrowser,,473a15f7908f2bb6d670b0e908ab34a28d8cf7e2,8e08f046aeffb38445cc659050f7a083b4a9649c,8e08f046aeffb38445cc659050f7a083b4a9649c,Title,,accept,leaked,"Q1: Models will diverge in approach because this task requires implementing a locale-to-pak-file resolution algorithm that mirrors Chromium's internal l10n_util::CheckAndResolveLocale logic, integrating it into the existing Qt argument construction pipeline, and correctly gating it behind version checks, OS checks, config checks, and filesystem existence checks. Q2: The core problem is non-trivial — it requires understanding Chromium's locale resolution fallback chain (special cases for en, es, pt, zh variants), filesystem probing for .pak files, and proper integration into the argument-generation iterator. Q3: Extensive test coverage exists (446-line test file with parametrized locale tests, version tests, OS tests, config tests). Q4: Pure Python. Q5: Commit is from 2021 but the workaround logic is specific enough to qutebrowser's architecture that contamination risk is moderate — the integration aspect and Chromium locale mapping logic are the discriminating parts.","The instruction substantially reveals the implementation path and private API that the diff/tests use. It explicitly says: ""A new private function named `_get_lang_override` should be created in `qutebrowser/config/qtargs.py` to encapsulate the primary workaround logic."" and ""A new private helper function named `_get_locale_pak_path` should be created to construct the full path to a locale's `.pak` file."" It also prescribes the exact mapping logic and output format: ""The final chosen locale name should be passed to QtWebEngine as a command-line argument formatted as `--lang=<locale_name>`."" Those details line up directly with the diff, e.g. `def _get_lang_override(...)`, `def _get_locale_pak_path(...)`, and `yield f'--lang={lang_override}'` in `qutebrowser/config/qtargs.py`.",instance_qutebrowser__qutebrowser-473a15f7908f2bb6d670b0e908ab34a28d8cf7e2-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,swebench-pro,,8,TRUE,TRUE,TRUE,FALSE,2,doc; qutebrowser,doc/changelog.asciidoc; doc/help/settings.asciidoc; qutebrowser/config/configdata.yml; qutebrowser/config/qtargs.py,tests/unit/config/test_qtargs_locale_workaround.py,,102,446,,,,swebench_instance_id,qutebrowser-473a15f7,promising,,,,,FALSE,,instance_qutebrowser__qutebrowser-473a15f7908f2bb6d670b0e908ab34a28d8cf7e2-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,473a15f7908f2bb6d670b0e908ab34a28d8cf7e2,FALSE,1,365
qutebrowser-5cef49ff,qutebrowser,,5cef49ff3074f9eab1da6937a141a39a20828502,c41f152fa5b0bc44e15779e99706d7fb8431de85,c41f152fa5b0bc44e15779e99706d7fb8431de85,Improve process termination messages for signals in `guiprocess`.,,reject,leaked,"Q1/Q2: matches BT1 pattern — trivial core logic in a complex repo. The core changes are straightforward: add a `was_sigterm()` method that checks status/code, a `_crash_signal()` helper that wraps `signal.Signals(code)`, update `__str__` and `state_str()` with simple conditionals, and adjust the notification logic to treat SIGTERM like success for message display. There is no deep integration challenge or architectural reasoning required — it's a mechanical addition of a few conditionals and a signal-name lookup. Models will not diverge meaningfully in approach; all will follow the same find-the-outcome-class, add-methods, update-callers pipeline.","The instruction exposes the exact implementation path and private APIs the patch changes, rather than only describing behavior. It explicitly says: ""Implement the method `was_sigterm` in the process outcome class in `qutebrowser/misc/guiprocess.py`"", ""Implement the method `_crash_signal` in the process outcome class in `qutebrowser/misc/guiprocess.py`"", and ""Handle process completion in the `_on_finished` method (called as `finished` externally) in `qutebrowser/misc/guiprocess.py`"". Those details mirror the diff, which adds `was_sigterm`, `_crash_signal`, and changes `_on_finished` in that file. The tests themselves are broadly aligned with the described behavior, so the primary issue is leakage rather than narrowness.",instance_qutebrowser__qutebrowser-5cef49ff3074f9eab1da6937a141a39a20828502-v02ad04386d5238fe2d1a1be450df257370de4b6a,swebench-pro,,5.5,TRUE,FALSE,TRUE,FALSE,2,doc; qutebrowser,doc/changelog.asciidoc; qutebrowser/misc/guiprocess.py,tests/unit/misc/test_guiprocess.py,,43,48,,,,swebench_instance_id,qutebrowser-5cef49ff,rejected,,,,,FALSE,,instance_qutebrowser__qutebrowser-5cef49ff3074f9eab1da6937a141a39a20828502-v02ad04386d5238fe2d1a1be450df257370de4b6a,5cef49ff3074f9eab1da6937a141a39a20828502,FALSE,39,40
qutebrowser-e34dfc68,qutebrowser,,e34dfc68647d087ca3175d9ad3f023c30d8c9746,c984983bc4cf6f9148e16ea17369597f67774ff9,c984983bc4cf6f9148e16ea17369597f67774ff9,"""# Title\n\nURL parsing and search term handling edge cases cause incorrect behavior in `urlutils.py`\n\n## Description\",,accept,leaked,"Q1: Models will diverge in approach because this commit involves multiple interacting changes across URL parsing, search term handling, and URL detection logic that must be coordinated. The changes touch _parse_search_term, _get_search_url, _is_url_naive, _has_explicit_scheme, is_url, and fuzzy_url — all interconnected functions where changing one affects the behavior of others. Q2: The core problem is genuinely hard because it requires understanding how URL parsing edge cases (spaces in URLs, internationalized domain names, search engine name detection, open_base_url interaction) propagate through multiple layers. Per design_principles, 'preserving existing behavior while adding new behavior is a genuine trap' — the agent must fix edge cases without breaking existing URL detection. Q3: Reference tests exist with extensive parametrized test cases covering the new behaviors. Q4: Pure Python. Q5: Commit is from qutebrowser, a well-known project, but the specific edge case combination is unlikely to be memorized.","The instruction over-reveals the implementation path and even names private helpers the tests exercise. It explicitly points to the module and internals: ""The `qutebrowser/utils/urlutils.py` module does not correctly handle..."", and the requirements name private symbols and exact fix targets: ""In `_is_url_naive`, reject hosts with invalid top-level domains or forbidden characters."" and ""Always validate the final URL in `fuzzy_url` with `ensure_valid`, regardless of the `do_search` setting"". The reference tests do exercise those same internals, e.g. `test_get_search_url`, `test_get_search_url_invalid`, and `test_is_url`, so the issue is not missing coverage but that the instruction effectively tells the solver where and how to patch.",instance_qutebrowser__qutebrowser-e34dfc68647d087ca3175d9ad3f023c30d8c9746-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,swebench-pro,,3,TRUE,FALSE,FALSE,FALSE,1,qutebrowser,qutebrowser/utils/urlutils.py,tests/unit/utils/test_urlutils.py,,58,34,,,,swebench_instance_id,qutebrowser-e34dfc68,promising,,,,,FALSE,,instance_qutebrowser__qutebrowser-e34dfc68647d087ca3175d9ad3f023c30d8c9746-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,e34dfc68647d087ca3175d9ad3f023c30d8c9746,FALSE,244,247
qutebrowser-e70f5b03,qutebrowser,,e70f5b03187bdd40e8bf70f5f3ead840f52d1f42,d7d1293569cd71200758068cabc54e1e2596d606,d7d1293569cd71200758068cabc54e1e2596d606,Required message's improvements for process,,accept,leaked,"Q1: Models will diverge in approach because this commit requires integrating multiple behavioral changes into an existing process outcome system: (1) adding signal-aware crash reporting with signal name resolution, (2) conditionally suppressing error messages for SIGTERM while preserving verbose mode behavior, (3) including PID-specific `:process` references in messages, and (4) updating state_str() to reflect the new terminated state. The design_principles criterion 'preserving existing behavior while adding new behavior' applies — the agent must handle the SIGTERM special case without breaking SIGSEGV error reporting, and must wire the PID into message formatting across success and failure paths. Q3: Reference tests exist — both unit tests (test_guiprocess.py with parametrized signal tests) and end-to-end tests are modified. Q4: Pure Python. Q2: The core problem requires understanding QProcess exit status semantics, Python signal module integration, and the message display logic branching.","The instruction gives implementation-level details that mirror the patch rather than just the desired behavior. It explicitly names internals and even a method to add: ""The `GUIProcess` should display a message with the structure `\""{self.outcome} See :process {self.pid} for details.\""`"", ""The `GUIProcess` should set the process state to `\""terminated\""` when the process finishes with SIGTERM."", and under Interface: ""ProcessOutcome class: New function: `was_sigterm` ... Returns: Boolean defined by (self.status == QProcess.ExitStatus.CrashExit and self.code == signal.SIGTERM)"". Those are essentially the exact implementation path reflected in the diff (`def was_sigterm`, `state_str() -> 'terminated'`, and `msg = f\""{self.outcome} See :process {self.pid} for details.\""`).",instance_qutebrowser__qutebrowser-e70f5b03187bdd40e8bf70f5f3ead840f52d1f42-v02ad04386d5238fe2d1a1be450df257370de4b6a,swebench-pro,,6,TRUE,FALSE,TRUE,FALSE,2,doc; qutebrowser,doc/changelog.asciidoc; qutebrowser/misc/guiprocess.py,tests/end2end/features/hints.feature; tests/end2end/features/spawn.feature; tests/unit/misc/test_guiprocess.py,,46,65,,,,swebench_instance_id,qutebrowser-e70f5b03,promising,,,,,FALSE,,instance_qutebrowser__qutebrowser-e70f5b03187bdd40e8bf70f5f3ead840f52d1f42-v02ad04386d5238fe2d1a1be450df257370de4b6a,e70f5b03187bdd40e8bf70f5f3ead840f52d1f42,FALSE,36,40
qutebrowser-f631cd44,qutebrowser,,f631cd4422744160d9dcf7a0455da532ce973315,5ee28105ad972dd635fcdc0ea56e5f82de478fb1,5ee28105ad972dd635fcdc0ea56e5f82de478fb1,Changelog appears after all upgrades regardless of type,,accept,leaked,"Q1: Models will diverge on integration strategy. The task requires creating a new enum (VersionChange) with semantic version comparison logic, wiring it through StateConfig initialization, changing the setting type from Bool to a String with valid values, and updating the consumer in app.py to use the new filter-based matching. Per design_principles, 'preserving existing behavior while adding new behavior is a genuine trap' — the agent must convert a boolean setting to a multi-valued enum while maintaining correct behavior for all upgrade types (major/minor/patch/downgrade/unknown). Q3: Reference tests exist with comprehensive parametrized coverage of version comparison logic, filter matching, and unparsable version handling. Q4: Pure Python. Q2: The core problem requires cross-module reasoning across config definition (YAML), state management (configfiles.py), and application startup logic (app.py), with an enum that encodes ordering semantics via matches_filter.","The instruction discloses the concrete implementation path and private API names rather than just the intended behavior. It explicitly says: ""In `qutebrowser/config/configfiles.py`, a new enumeration class `VersionChange` should be introduced"", and also requires ""the `StateConfig` class should determine version changes via a new private method `_set_changed_attributes`"" plus ""A new functionality `StateConfig._set_changed_attributes` should be defined"". The tests and diff match those details (e.g. `assert state.qutebrowser_version_changed == configfiles.VersionChange.unknown` and the diff adds `def _set_changed_attributes(self) -> None:`), so the task is aligned, but the instruction leaks the exact file/class/private-method solution.",instance_qutebrowser__qutebrowser-f631cd4422744160d9dcf7a0455da532ce973315-v35616345bb8052ea303186706cec663146f0f184,swebench-pro,,9,TRUE,TRUE,TRUE,FALSE,2,doc; qutebrowser,doc/changelog.asciidoc; doc/help/settings.asciidoc; qutebrowser/app.py; qutebrowser/config/configdata.yml; qutebrowser/config/configfiles.py,tests/unit/config/test_configfiles.py,,138,86,,,,swebench_instance_id,qutebrowser-f631cd44,promising,,,,,FALSE,,instance_qutebrowser__qutebrowser-f631cd4422744160d9dcf7a0455da532ce973315-v35616345bb8052ea303186706cec663146f0f184,f631cd4422744160d9dcf7a0455da532ce973315,FALSE,30,32
