task_id,repo,github_pr,commit_sha,base_sha,merge_base_sha,title,human_reviewer_comments,new_eval_verdict,new_alignment_verdict,new_eval_reason,new_alignment_reason,swebench_instance_id,author,date,score,has_test_patch,is_multi_file,is_multi_package,is_refactoring,packages_touched,package_names,source_files,test_files,other_files,source_lines_changed,test_lines_changed,f2p_tests,p2p_tests,summary,match_key_used,new_task_id,new_stage,new_hardness_band,new_hardness_verdict,new_alignment_verdict,new_alignment_reason,new_needs_human_review,new_human_review_reason,new_swebench_instance_id,new_commit_sha,agent_success
openlibrary-0d13e6b4,openlibrary,,0d13e6b4bf80bced6c0946b969b9a1b6963f6bce,fe6c160d3f2afd9fd70bea62195337fad15c6535,fe6c160d3f2afd9fd70bea62195337fad15c6535,Title: Strip honorifics from imported author names during query building to prevent duplicates,,reject,ok,"Q1/Q2: matches AL1 pattern — trivial core logic. The task is to build a static list of honorific strings, write a simple prefix-stripping function with an exceptions dict, and call it in one place during author processing. There is no meaningful integration complexity, cross-module reasoning, or architectural decision-making. Every model will follow the same straightforward approach: define list, write function, insert call. The core logic (case-insensitive startswith check + strip) is trivially simple regardless of repo size.","The instruction and tests are closely aligned on API, location, and behavior. The instruction explicitly requires: ""A function named `remove_author_honorifics` must exist in `openlibrary/catalog/add_book/load_book.py`"", that it ""must accept an `author` dictionary containing a `\""name\""` key"", and that it should preserve exceptions including ""`dr. seuss` and `dr seuss`"" while stripping leading honorifics including ""`m.`, `mr`, `mr.`, `monsieur`, and `doctor`"". The reference tests check exactly those cases: `(""Dr. Seuss"", ""Dr. Seuss"")`, `(""Dr Seuss"", ""Dr Seuss"")`, `(""M. Anicet-Bourgeois"", ""Anicet-Bourgeois"")`, `(""Mr Blobby"", ""Blobby"")`, `(""monsieur Anicet-Bourgeois"", ""Anicet-Bourgeois"")`, and `('Doctor Ivo ""Eggman"" Robotnik', 'Ivo ""Eggman"" Robotnik')`. The instruction also says normalization should be ""Apply[ied] ... during query building"", which matches the diff adding `author = remove_author_honorifics(author)` inside `build_query`. There are no fixture design choices or private-helper accesses beyond what the instruction names, and the assertions are behavioral rather than format-fragile.",instance_internetarchive__openlibrary-0d13e6b4bf80bced6c0946b969b9a1b6963f6bce-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,swebench-pro,,2,TRUE,FALSE,FALSE,FALSE,1,openlibrary,openlibrary/catalog/add_book/load_book.py,openlibrary/catalog/add_book/tests/test_load_book.py,,75,24,,,,swebench_instance_id,openlibrary-0d13e6b4,rejected,,,,,FALSE,,instance_internetarchive__openlibrary-0d13e6b4bf80bced6c0946b969b9a1b6963f6bce-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,0d13e6b4bf80bced6c0946b969b9a1b6963f6bce,TRUE
openlibrary-0dc5b20f,openlibrary,,0dc5b20fa186f9714f8a838178597e69f549d026,bd9d2a04efbbaec1575faa02a02eea995badf7f0,bd9d2a04efbbaec1575faa02a02eea995badf7f0,"""# Title: Import alternate-script author names\n\n## Describe the problem\n\nThe current MARC parsing only extracts name",,accept,skipped,"Q1: Models will diverge in approach because the task requires integration across multiple call sites (100/700/720 fields, read_authors, read_contributions), wiring a new linkage lookup through an existing MARC parsing pipeline while preserving existing behavior. Q2: The core problem is non-trivial — it involves understanding MARC 880 alternate-script linkage fields, threading the tag parameter through multiple callers, refactoring name construction into a shared helper, and ensuring bracket-stripping behavior changes don't regress other outputs. Q3: Reference tests exist — two JSON expectation files are updated with new alternate_names fields. Q4: Pure Python. Design principle: 'Preserving existing behavior while adding new behavior is a genuine trap' applies directly — the commit simultaneously refactors name-cleaning logic (removing remove_brackets calls, adding bracket chars to strip sets) while adding alternate_names extraction, requiring models to reason about the full call graph to avoid regressions.",no reference test files found,instance_internetarchive__openlibrary-0dc5b20fa186f9714f8a838178597e69f549d026-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,swebench-pro,,2,TRUE,FALSE,FALSE,FALSE,1,openlibrary,openlibrary/catalog/marc/parse.py,openlibrary/catalog/marc/tests/test_data/bin_expect/880_Nihon_no_chasho.json; openlibrary/catalog/marc/tests/test_data/bin_expect/880_arabic_french_many_linkages.json,,62,14,,,,swebench_instance_id,openlibrary-0dc5b20f,promising,,,,,FALSE,,instance_internetarchive__openlibrary-0dc5b20fa186f9714f8a838178597e69f549d026-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,0dc5b20fa186f9714f8a838178597e69f549d026,FALSE
openlibrary-11838fad,openlibrary,,11838fad1028672eb975c79d8984f03348500173,4ff15b75531e51f365d72241efe9675b6982bdcc,4ff15b75531e51f365d72241efe9675b6982bdcc,"""# Consistent author extraction from MARC 1xx and 7xx fields and reliable linkage of alternate script names via 880\n\n#",,accept,leaked,"Q1: Models will diverge significantly in approach. The commit requires merging two previously separate code paths (read_authors from 1xx fields and read_contributions from 7xx fields) into a unified read_authors function, while simultaneously changing the 880 alternate script linkage behavior to prefer the alternate script name as the primary name (swapping name/alternate_names). This is a non-trivial integration task per design_principles: 'Preserving existing behavior while adding new behavior is a genuine trap.' Q2: The core problem is genuinely hard — it requires understanding MARC field semantics (1xx vs 7xx, 880 linkage), deduplication logic, entity type handling for persons/orgs/events, and correct alternate script name resolution. Q3: Extensive test fixtures exist (60+ JSON expectation files updated). Q4: Pure Python. Q5: Commit is from openlibrary, a moderately well-known repo, but the specific MARC parsing refactor is unlikely to be memorized.","The instruction directly names the implementation file and functions and even prescribes the code-level fix, which goes beyond describing behavior. For example: ""In openlibrary/catalog/marc/parse.py, read_authors must produce a single structured authors array"", ""read_author_person must suppress personal_name when it equals name"", and especially ""When building role strings, use name_from_list with strip_trailing_dot=False or an equivalent mechanism to avoid trimming the final dot."" These map almost exactly to the diff in `openlibrary/catalog/marc/parse.py` where `name_from_list` gains `strip_trailing_dot`, `read_author_person` deletes redundant `personal_name`, and `read_contributions` is removed from `read_edition`. The tests are broadly aligned with the behavioral contract, so the main issue is instruction leakage rather than narrowness.",instance_internetarchive__openlibrary-11838fad1028672eb975c79d8984f03348500173-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,swebench-pro,,4.5,TRUE,FALSE,FALSE,FALSE,1,openlibrary,openlibrary/catalog/marc/parse.py,.github/workflows/python_tests.yml; openlibrary/catalog/add_book/tests/test_load_book.py; openlibrary/catalog/marc/tests/test_data/bin_expect/13dipolarcycload00burk_meta.json; openlibrary/catalog/marc/tests/test_data/bin_expect/710_org_name_in_direct_order.json; openlibrary/catalog/marc/tests/test_data/bin_expect/830_series.json; openlibrary/catalog/marc/tests/test_data/bin_expect/880_Nihon_no_chasho.json; openlibrary/catalog/marc/tests/test_data/bin_expect/880_alternate_script.json; openlibrary/catalog/marc/tests/test_data/bin_expect/880_arabic_french_many_linkages.json; openlibrary/catalog/marc/tests/test_data/bin_expect/880_publisher_unlinked.json; openlibrary/catalog/marc/tests/test_data/bin_expect/880_table_of_contents.json; openlibrary/catalog/marc/tests/test_data/bin_expect/bijouorannualofl1828cole_meta.json; openlibrary/catalog/marc/tests/test_data/bin_expect/bpl_0486266893.json; ...(+47 more),,133,612,,,,swebench_instance_id,openlibrary-11838fad,promising,,,,,FALSE,,instance_internetarchive__openlibrary-11838fad1028672eb975c79d8984f03348500173-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,11838fad1028672eb975c79d8984f03348500173,FALSE
openlibrary-1351c59f,openlibrary,,1351c59fd43689753de1fca32c78d539a116ffc1,ddbbdd64ecde64f314b9083953af63d07305f640,ddbbdd64ecde64f314b9083953af63d07305f640,Inconsistency in author identifier generation when comparing editions.,,reject,leaked,"Q1/Q2: This commit is a refactoring that moves `add_db_name` from one module to another and calls it inside `expand_record` instead of at multiple call sites. The core logic change is straightforward: move a function, integrate it into `expand_record`, and update callers to stop calling it separately. The `editions_match` function change is similarly mechanical — transferring author birth/death dates as dict fields instead of computing `db_name` inline, since `expand_record` now handles it. This matches the BT1 pattern: trivial core logic (function relocation + single integration point) in a complex repo. Models won't diverge meaningfully in approach since there's essentially one obvious strategy: find where `add_db_name` is called, move it into `expand_record`, and remove redundant calls.","The instruction substantially reveals the implementation path and target API rather than just the bug behavior. It names the exact interface to add — ""Type: Function Name: add_db_name Path: openlibrary/catalog/utils/__init__.py"" — and prescribes the architectural fix: ""The record expansion logic must always invoke the centralised function"" and ""author objects should be built to include only their name and birth and death date fields, leaving the base identifier to be generated during expansion."" Those details directly match the diff, e.g. moving `add_db_name` into `openlibrary/catalog/utils/__init__.py`, adding `add_db_name(expanded_rec)` inside `expand_record`, and changing comparable-author construction to omit `db_name` and keep only `name`, `birth_date`, and `death_date`.",instance_internetarchive__openlibrary-1351c59fd43689753de1fca32c78d539a116ffc1-v29f82c9cf21d57b242f8d8b0e541525d259e2d63,swebench-pro,,5.5,TRUE,TRUE,FALSE,FALSE,1,openlibrary,openlibrary/catalog/add_book/__init__.py; openlibrary/catalog/add_book/match.py; openlibrary/catalog/utils/__init__.py,openlibrary/catalog/add_book/tests/test_add_book.py; openlibrary/catalog/add_book/tests/test_match.py; openlibrary/catalog/merge/tests/test_merge_marc.py; openlibrary/tests/catalog/test_utils.py,,73,63,,,,swebench_instance_id,openlibrary-1351c59f,rejected,,,,,FALSE,,instance_internetarchive__openlibrary-1351c59fd43689753de1fca32c78d539a116ffc1-v29f82c9cf21d57b242f8d8b0e541525d259e2d63,1351c59fd43689753de1fca32c78d539a116ffc1,TRUE
openlibrary-1894cb48,openlibrary,,1894cb48d6e7fb498295a5d3ed0596f6f603b784,88da48a8faf5d6864c6ceea4a3e4a305550318e2,88da48a8faf5d6864c6ceea4a3e4a305550318e2,"""## Title: MARC records incorrectly match “promise-item” ISBN records\n\n## Description\n\n**Problem**\n\nCertain MARC r",,accept,leaked,"Q1: Models will diverge in approach. This commit involves multiple interacting changes: removing `find_exact_match` and consolidating into `find_threshold_match`, modifying `Edition.get_authors()` to include work-level authors (integration across models.py and match.py), and fixing the matching logic so that ISBN-only 'promise-item' records don't falsely match MARC records lacking ISBNs. The task requires understanding how the matching pipeline flows (quick_match → threshold_match), how author resolution works across editions/works/redirects, and how the threshold scoring prevents false matches. Per design_principles, 'preserving existing behavior while adding new behavior is a genuine trap' — the agent must ensure existing matches still work while preventing the false-positive case. Q3: Tests exist covering both the threshold matching logic and the integration-level find_match behavior. Q4: Pure Python. Q5: Commit is from the openlibrary repo; moderate contamination risk but the task involves cross-module integration reasoning that is hard to memorize.","The instruction reveals the implementation path and specific fix targets rather than only the behavioral bug. It names exact internal symbols and files: ""The `find_match` function in `openlibrary/catalog/add_book/__init__.py` must first attempt to match a record using `find_quick_match`. If no match is found, it must attempt to match using `find_threshold_match`."" It also prescribes a renamed/replacement function and exact location: ""Function: `find_threshold_match`  Location: `openlibrary/catalog/add_book/__init__.py` ... This function replaces and supersedes the previous `find_enriched_match` function."" And it specifies an internal implementation detail in another module: ""When comparing author data for edition matching, the `editions_match` function in `openlibrary/catalog/add_book/match.py` must aggregate authors from both the edition and its associated work."" These are fix-like details that let a reader bypass much of the reasoning from the bug report. The tests are broadly aligned with this behavior, so leakage is the main issue.",instance_internetarchive__openlibrary-1894cb48d6e7fb498295a5d3ed0596f6f603b784-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,swebench-pro,,6.5,TRUE,TRUE,FALSE,FALSE,1,openlibrary,openlibrary/catalog/add_book/__init__.py; openlibrary/catalog/add_book/match.py; openlibrary/plugins/upstream/models.py,openlibrary/catalog/add_book/tests/test_add_book.py; openlibrary/catalog/add_book/tests/test_match.py,,106,71,,,,swebench_instance_id,openlibrary-1894cb48,promising,,,,,FALSE,,instance_internetarchive__openlibrary-1894cb48d6e7fb498295a5d3ed0596f6f603b784-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,1894cb48d6e7fb498295a5d3ed0596f6f603b784,TRUE
openlibrary-1be7de78,openlibrary,,1be7de788a444f6255e89c10ef6aa608550604a8,8b933806b52d3785f98d2c397032c8b97a88feb2,8b933806b52d3785f98d2c397032c8b97a88feb2,Inconsistent Edition Matching and Record Expansion,,reject,ok,"Matches BT1 pattern — trivial core logic in a complex repo. The commit is a refactoring that moves `expand_record` and `add_db_name` from `catalog/utils` to `catalog/merge/merge_marc`, removes external callers' need to pre-expand records before matching, and internalizes expansion inside `threshold_match`. The core logic is unchanged; this is a mechanical relocation of functions and removal of redundant `expand_record()` calls at call sites. Every model would follow the same strategy: move functions, update imports, adjust call sites to pass raw records instead of expanded ones. There is no genuine integration challenge or architectural reasoning required — it's a straightforward code reorganization. Tests exist but merely moved alongside the functions, verifying the same behavior. Q1 (model divergence) fails: all models would take the same find-move-rewire approach. Q2 (genuinely hard) fails: the underlying logic is trivial function relocation.","The instruction closely matches what the tests require and what the diff implements. It explicitly names the relevant APIs and behaviors the tests exercise: ""The function `editions_match` must accept the raw import record (`rec`) together with an existing edition and determine whether they represent the same edition without requiring the input record to be pre-expanded"" matches `test_editions_match_identical_record`; ""The function `add_db_name` must enrich all author entries with a `db_name` ... It must also handle cases where `authors` is empty or set to `None` without errors"" matches `test_add_db_name`; ""The function `expand_record` must generate derived fields for edition records, including `full_title`, `titles` (with normalized and short variants), `normalized_title`, and `short_title`. It must consolidate values from `isbn`, `isbn_10`, and `isbn_13` into a single `isbn` list, and only include `publish_country` when it is valid"" matches the `expand_record` tests; and ""The function `threshold_match` must compare two edition records by expanding their fields and computing a similarity score. It must return `True` or `False` consistently according to threshold values, including the specific thresholds 875 and 515"" matches `test_author_contrib`, `test_match_without_ISBN`, and `test_match_low_threshold`. The tests are behavioral rather than relying on hidden/private APIs, and the instruction names the public symbols and concrete expectations they check.",instance_internetarchive__openlibrary-1be7de788a444f6255e89c10ef6aa608550604a8-v29f82c9cf21d57b242f8d8b0e541525d259e2d63,swebench-pro,,6.5,TRUE,TRUE,FALSE,FALSE,1,openlibrary,openlibrary/catalog/add_book/__init__.py; openlibrary/catalog/add_book/match.py; openlibrary/catalog/merge/merge_marc.py; openlibrary/catalog/utils/__init__.py,openlibrary/catalog/add_book/tests/test_match.py; openlibrary/catalog/merge/tests/test_merge_marc.py; openlibrary/tests/catalog/test_utils.py,,148,342,,,,swebench_instance_id,openlibrary-1be7de78,rejected,,,,,FALSE,,instance_internetarchive__openlibrary-1be7de788a444f6255e89c10ef6aa608550604a8-v29f82c9cf21d57b242f8d8b0e541525d259e2d63,1be7de788a444f6255e89c10ef6aa608550604a8,TRUE
openlibrary-2abe28b4,openlibrary,,2abe28b472ffed563a87cfe83685b161b35263b0,eb8da9e755f4bf59f8f0bd2b021d3e49a87ccf4e,eb8da9e755f4bf59f8f0bd2b021d3e49a87ccf4e,Amazon imports are missing language metadata from editions,,reject,ok,"Q1/Q2: matches BT1 pattern — trivial core logic in a complex repo. The core change is extracting language metadata from an Amazon API response object (a straightforward field access and filter), then passing it through an existing whitelist of conforming fields. There is no architectural reasoning, no cross-module integration complexity, and no preservation-while-adding trap. Every competent model will follow the same find-field-extract-filter-add-to-dict strategy with no meaningful divergence.","The instruction and tests are closely aligned on the core behavior. The instruction explicitly says `""The function serialize(product) in openlibrary/core/vendors.py must include a key \""languages\"" in its output when Amazon metadata provides language information.""` and that values must come from `""ItemInfo.ContentInfo.Languages.DisplayValues[*].DisplayValue, excluding any entries where Type equals \""Original Language\"".""` The new serialization test checks exactly that via `assert AmazonAPI.serialize(get_sample_amazon_item()) == {... 'languages': ['French'], ...}` using sample data containing both `""Type"": ""Published""` and `""Type"": ""Original Language""`. The instruction also explicitly requires `""Duplicate language values must be removed""` and `""clean_amazon_metadata_for_load(metadata) must preserve the \""languages\"" field by including it in the list of accepted metadata keys.""` The updated tests for `clean_amazon_metadata_for_load(...)` now assert `result.get('languages') == ['english']` and `assert result['languages'] == ['english']`, which directly matches that requirement. The sample fixture does use `AmazonAPI('DUMMY_KEY', 'DUMMY_SECRET', 'DUMMY_TAG').api.api_client.deserialize(...)`, but that is only scaffolding to obtain a product object for the public `AmazonAPI.serialize(...)` contract named in the instruction, not an unstated behavioral requirement. Assertions are behavioral rather than fragile format checks beyond values the instruction already specifies, such as preserving human-readable names and omitting `languages` when empty.",instance_internetarchive__openlibrary-2abe28b472ffed563a87cfe83685b161b35263b0-v13642507b4fc1f8d234172bf8129942da2c2ca26,swebench-pro,,2.5,TRUE,FALSE,FALSE,FALSE,1,openlibrary,openlibrary/core/vendors.py,openlibrary/tests/core/sample_amazon_record.py; openlibrary/tests/core/test_vendors.py,,24,176,,,,swebench_instance_id,openlibrary-2abe28b4,rejected,,,,,FALSE,,instance_internetarchive__openlibrary-2abe28b472ffed563a87cfe83685b161b35263b0-v13642507b4fc1f8d234172bf8129942da2c2ca26,2abe28b472ffed563a87cfe83685b161b35263b0,TRUE
openlibrary-2fe532a3,openlibrary,,2fe532a33635aab7a9bfea5d977f6a72b280a30c,4315bbe27c111e85712899901fde689d0eac18bd,4315bbe27c111e85712899901fde689d0eac18bd,Amazon imports not using language field,,accept,ok,"Q1: Models will diverge in approach. The task requires integrating language extraction from Amazon API responses into the existing serialization pipeline, threading the new field through both the serialize method and the clean_amazon_metadata_for_load function, while correctly handling deduplication and filtering of language types (excluding 'Original Language'). This touches multiple files and requires understanding the existing data flow from API response deserialization through to the import-ready dict. Q2: The core problem involves non-trivial integration — the agent must understand the Amazon response structure (nested objects with display_values), use the uniq utility, conditionally include the field via dict unpacking, and add 'languages' to the conforming_fields whitelist. Q3: Reference tests exist — both a sample record module and multiple test assertions are added. Q4: Pure Python. The design_principles 'preserving existing behavior while adding new behavior' and 'integration is the discriminating step' both apply here.","The instruction and tests are aligned on the core behavior. The instruction explicitly says: ""When serializing a product in our `AmazonAPI` adapter, we should retain the languages that it has (the `display_value` information), with no repeated values. That said, we are not interested in those languages whose type is \""Original Language\""."" The key new behavioral test matches that exactly: `test_serialize_sample_record` asserts `'languages': ['French']` from sample API data containing Published, Original Language, and Unknown entries, all with the same display value. The instruction also says: ""It's necessary to adjust the conforming fields in the `clean_amazon_metadata_for_load` function so they keep track of the new `languages` entry,"" which matches the updated assertions in `test_clean_amazon_metadata_for_load_ISBN`, `test_clean_amazon_metadata_for_load_translator`, and `test_clean_amazon_metadata_for_load_subtitle` that now expect `result.get('languages') == ['english']` or `result['languages'] == ['english']`. The sample fixture uses the public `AmazonAPI.serialize(...)` path and does not introduce an unstated API contract beyond the instruction's named symbols.",instance_internetarchive__openlibrary-2fe532a33635aab7a9bfea5d977f6a72b280a30c-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,swebench-pro,,5,TRUE,FALSE,TRUE,FALSE,2,openlibrary; scripts,openlibrary/core/vendors.py; scripts/affiliate_server.py,openlibrary/tests/core/sample_amazon_record.py; openlibrary/tests/core/test_vendors.py,,28,184,,,,swebench_instance_id,openlibrary-2fe532a3,promising,,,,,FALSE,,instance_internetarchive__openlibrary-2fe532a33635aab7a9bfea5d977f6a72b280a30c-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,2fe532a33635aab7a9bfea5d977f6a72b280a30c,TRUE
openlibrary-308a35d6,openlibrary,,308a35d6999427c02b1dbf5211c033ad3b352556,cb6c053eba49facef557ee95d587f6d6c93caf3a,cb6c053eba49facef557ee95d587f6d6c93caf3a,Title: Refactor: Remove `ListMixin` and consolidate list functionality,,reject,ok,"Matches BT1 pattern — trivial core logic in a complex repo. The commit is a straightforward move-code refactor: the List class and ListChangeset class are moved from one module to another, with no logic changes. The integration wiring (register_models, imports) is mechanical. Tests are moved but not meaningfully new — they verify the same behavior at the new location. Q1: Models will not diverge in approach; every agent will follow the same copy-move-rewire strategy. Q2: The core problem is not genuinely hard — it's a code reorganization with no behavioral changes, no new logic, and no tricky preservation-while-adding scenario.","The instruction closely matches what the tests require. It explicitly says: ""The `List` class must include a method that returns the owner of a list"", ""The method must correctly parse list keys of the form `/people/{username}/lists/{list_id}`"", ""The method must return the corresponding user object when the user exists"", and ""The `register_models` function must register the `List` class under the type `/type/list`"" plus ""must register the `ListChangeset` class under the changeset type `'lists'`."" Those are exactly what the reference tests check in `openlibrary/tests/core/lists/test_model.py` and `openlibrary/plugins/upstream/tests/test_models.py`, e.g. `assert isinstance(list, list_model.List)`, `assert list.get_owner().key == user_key`, `assert client._thing_class_registry['/type/list'] == list_model.List`, and `assert client._changeset_class_register['lists'] == list_model.ListChangeset`. The remaining tests in `openlibrary/tests/core/test_models.py` exercise unrelated existing behavior and do not impose new unstated requirements from this refactor.",instance_internetarchive__openlibrary-308a35d6999427c02b1dbf5211c033ad3b352556-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,swebench-pro,,6.5,TRUE,TRUE,FALSE,FALSE,1,openlibrary,openlibrary/core/lists/model.py; openlibrary/core/models.py; openlibrary/plugins/openlibrary/code.py; openlibrary/plugins/openlibrary/lists.py; openlibrary/plugins/upstream/models.py; openlibrary/plugins/upstream/utils.py,openlibrary/plugins/upstream/tests/test_models.py; openlibrary/tests/core/lists/test_model.py; openlibrary/tests/core/test_models.py,,244,62,,,,swebench_instance_id,openlibrary-308a35d6,rejected,,,,,FALSE,,instance_internetarchive__openlibrary-308a35d6999427c02b1dbf5211c033ad3b352556-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,308a35d6999427c02b1dbf5211c033ad3b352556,FALSE
openlibrary-30bc73a1,openlibrary,,30bc73a1395fba2300087c7f307e54bb5372b60a,540853735859789920caf9ee78a762ebe14f6103,540853735859789920caf9ee78a762ebe14f6103,"""## Title: Improve cover archival and delivery by adding zip-based batch processing and proper redirects for high cover",,reject,leaked,"Q3: While test files exist, the tests are minimal (test path generation, a simple arithmetic helper, and a doctest-style ID conversion). The tests don't exercise the core integration behavior — zip-based archival, upload workflow, database updates, or the cover redirect logic in code.py. The meaningful behavioral changes (ZipManager replacing TarManager, Batch.process_pending workflow, Cover redirect in code.py) have no corresponding test coverage. Additionally, this commit heavily depends on external services (archive.org, internetarchive library, subprocess calls to `ia` CLI) and database state, making it very difficult to create a self-contained verifiable task. The tests that do exist verify trivial string formatting and arithmetic — matches BT1 pattern where the testable core logic is trivial despite surrounding complexity.","The instruction substantially reveals the exact APIs and symbols exercised by the tests and mirrored in the diff, including private/internal methods. For example, it explicitly requires: ""The system must include logic to calculate the end of a 10,000-cover batch range given a starting cover ID"" and in the interface names `CoverDB` with method `update_completed_batch` plus `Batch.get_relpath(...)` and `Cover.id_to_item_and_batch_id(...)`. The tests then check those exact implementation-facing symbols: `assert archive.CoverDB._get_batch_end_id(start_id=8820500) == 8830000`, `assert archive.Batch.get_relpath(""0008"", ""80"") == ""covers_0008/covers_0008_80""`, and `assert archive.Cover.id_to_item_and_batch_id(987_654_321) == ('0987', '65')`. This goes beyond behavior-level requirements and gives the solver the exact class/method structure and naming recipe seen in the diff.",instance_internetarchive__openlibrary-30bc73a1395fba2300087c7f307e54bb5372b60a-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,swebench-pro,,5,TRUE,TRUE,FALSE,FALSE,1,openlibrary,openlibrary/coverstore/README.md; openlibrary/coverstore/archive.py; openlibrary/coverstore/code.py; openlibrary/coverstore/schema.sql,openlibrary/coverstore/tests/test_archive.py,,623,36,,,,swebench_instance_id,openlibrary-30bc73a1,rejected,,,,,FALSE,,instance_internetarchive__openlibrary-30bc73a1395fba2300087c7f307e54bb5372b60a-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,30bc73a1395fba2300087c7f307e54bb5372b60a,FALSE
openlibrary-3f7db6bb,openlibrary,,3f7db6bbbcc7c418b3db72d157c6aed1d45b2ccf,c46e5170e93bbfac133dd1e2e1e3b56882f2519f,c46e5170e93bbfac133dd1e2e1e3b56882f2519f,Title,,reject,ok,"Q2: core problem is trivial — BT1 pattern. The commit adds a new provider script (isbndb.py) that follows an existing pattern from partner_batch_imports. The core logic is straightforward data mapping (JSON fields to Biblio fields), file iteration with state tracking, and batch submission. The tests only cover JSON line parsing and a simple string-matching helper (is_nonbook). There's no meaningful integration challenge — the script just calls existing Batch.add_items(). The one-line change to imports.py (adding 'status' to item dict) is trivial. Models would not diverge meaningfully in approach since this is essentially a cookie-cutter provider implementation following an established pattern in the codebase.","The instruction names the exact public API and behaviors the tests exercise: it specifies a new public file and symbols including ""Function name: `get_line` ... Output: Dictionary or `None`: Parsed JSON object from the line"" and ""Function name: `is_nonbook` ... Output: Boolean ... comparing words in the binding string against a predefined list,"" plus ""The `NONBOOK` list must define the set of bindings that should be treated as non-book formats."" The tests import exactly those public symbols — `from ..providers.isbndb import get_line, NONBOOK, is_nonbook` — and check that `get_line` parses JSON lines into dictionaries and that `is_nonbook(binding, NONBOOK)` handles cases like `(""DVD"", True)` and `(""paperback"", False)`. These are behavioral checks, not hidden fixture or private-API requirements.",instance_internetarchive__openlibrary-3f7db6bbbcc7c418b3db72d157c6aed1d45b2ccf-v430f20c722405e462d9ef44dee7d34c41e76fe7a,swebench-pro,,6,TRUE,FALSE,TRUE,FALSE,2,openlibrary; scripts,openlibrary/core/imports.py; scripts/providers/isbndb.py,scripts/tests/test_isbndb.py,,208,89,,,,swebench_instance_id,openlibrary-3f7db6bb,rejected,,,,,FALSE,,instance_internetarchive__openlibrary-3f7db6bbbcc7c418b3db72d157c6aed1d45b2ccf-v430f20c722405e462d9ef44dee7d34c41e76fe7a,3f7db6bbbcc7c418b3db72d157c6aed1d45b2ccf,TRUE
openlibrary-427f1f4e,openlibrary,,427f1f4eddfc54735ca451779d4f95bf683d1b0e,8c988af810a451a2bda2dd080852c81f662aee1e,8c988af810a451a2bda2dd080852c81f662aee1e,Title,,reject,ok,"Q1/Q2: This commit is a mechanical renaming of Solr query parameter names (workQuery→userWorkQuery, edQuery→fullEdQuery/userEdQuery) and switching from inline escaped values to Solr template variables ($userEdQuery). The core logic change is trivial parameter threading — rename variables across 3 files and adjust how a query string is passed (inline escaped vs template parameter). This matches the BT1 pattern: trivial core logic in a complex repo. While tests exist, models would not diverge meaningfully in approach — every model would follow the same find-and-rename strategy. The change also involves a Solr XML config file which is not Python code, reducing the Python reasoning component.","The instruction closely matches what the tests require. It explicitly names the key API points and exact parameter names: ""q_to_solr_params should include a parameter named `userWorkQuery` (replacing `workQuery`)"" and ""convert_work_query_to_edition_query (and its plumbing into `q_to_solr_params`) should include a parameter named `userEdQuery`"". The reference test asserts exactly that: `assert params_d['userWorkQuery'] == query` and `assert params_d['userEdQuery'] == edQuery`. It also specifies the edition_key normalization forms and canonical output format: ""Parsing of `edition_key` should accept bare IDs, quoted IDs, full paths, a single parenthesized ID, or a parenthesized OR list, and normalize them to a canonical filter that targets the `key` field using the book-path form, uses standard double quotes with no backslash-escaped quotes, and preserves grouping/OR semantics."" The test cases mirror those forms, e.g. `'edition_key:(OL123M OR OL456M)': '+key:(""/books/OL123M"" OR ""/books/OL456M"")'`. Fixtures are minimal, helpers do not reach into private APIs, and the exact formatting checked by assertions is directly specified by the instruction as part of the canonical Solr syntax contract.",instance_internetarchive__openlibrary-427f1f4eddfc54735ca451779d4f95bf683d1b0e-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,swebench-pro,,4.5,TRUE,FALSE,TRUE,FALSE,2,conf; openlibrary,conf/solr/conf/solrconfig.xml; openlibrary/plugins/worksearch/schemes/works.py,openlibrary/plugins/worksearch/schemes/tests/test_works.py,,46,18,,,,swebench_instance_id,openlibrary-427f1f4e,rejected,,,,,FALSE,,instance_internetarchive__openlibrary-427f1f4eddfc54735ca451779d4f95bf683d1b0e-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,427f1f4eddfc54735ca451779d4f95bf683d1b0e,TRUE
